0	159	149	139	191	100	159	157	157	175	178	138	102	177	194	167	137	40	257	0
159	0	55	183	199	175	44	99	99	197	77	206	58	116	194	32	238	120	214	159
149	56	0	213	240	195	16	145	145	234	130	231	68	165	236	32	256	109	265	149
139	183	214	0	55	41	213	100	100	38	138	29	145	102	62	210	75	144	134	139
191	199	240	55	0	96	236	102	102	18	136	74	175	92	10	229	118	189	82	191
100	175	195	41	96	0	198	112	112	79	147	40	127	121	102	197	64	110	172	100
159	44	16	213	236	198	0	139	139	232	121	233	71	158	232	16	260	119	257	159
157	99	145	100	102	112	139	0	0	103	38	128	91	22	96	130	170	134	121	157
157	99	145	100	102	112	139	0	0	103	38	128	91	22	96	130	170	134	121	157
175	197	234	38	18	79	232	103	103	0	139	56	168	97	27	226	101	176	100	175
178	77	130	138	136	147	121	38	38	139	0	166	93	44	129	108	207	149	138	178
138	206	231	29	74	40	233	128	128	56	166	0	163	131	83	231	46	151	156	138
102	58	68	145	175	127	71	91	91	168	93	163	0	113	173	72	189	64	212	102
177	116	165	102	92	121	158	22	22	97	44	131	113	0	85	148	176	156	100	177
194	194	236	62	10	102	232	96	96	27	129	83	173	85	0	225	128	191	73	194
167	32	32	210	229	197	16	130	130	226	108	231	72	148	225	0	260	126	246	167
137	238	256	75	118	64	260	170	170	101	207	46	189	176	128	260	0	161	200	137
40	120	109	144	189	110	119	134	134	176	149	151	64	156	191	126	161	0	246	40
257	214	265	134	82	172	257	121	121	100	138	156	212	100	73	246	200	246	0	257
0	159	149	139	191	100	159	157	157	175	178	138	102	177	194	167	137	40	257	0
