0	148	81	104	109	229	206	254	136	174	174	205	222	135	269	143	127	78	64	106	118	225	121	245	136	190	213	0
148	0	72	117	125	186	83	129	124	83	83	223	145	33	233	15	219	114	162	106	202	181	54	106	19	46	80	148
81	73	0	102	73	176	126	174	88	98	98	183	154	72	221	64	152	83	91	95	137	171	70	164	57	110	133	81
104	117	103	0	173	277	199	246	190	187	187	282	249	86	322	124	227	27	160	12	215	272	63	222	120	162	198	104
109	125	73	173	0	120	134	173	28	91	91	110	120	138	160	111	100	150	67	166	83	116	142	180	106	145	149	109
229	186	176	277	120	0	131	135	94	104	104	86	54	214	47	172	178	259	181	268	167	5	228	167	171	173	148	229
206	83	126	199	134	131	0	49	115	43	43	195	79	115	173	75	233	192	194	188	216	126	137	47	80	48	18	206
254	129	174	246	173	135	49	0	151	83	83	212	81	161	168	123	269	241	237	235	253	132	184	41	129	87	49	254
136	124	88	190	28	94	115	151	0	72	72	99	92	143	136	109	118	169	95	182	102	89	151	162	105	134	132	136
174	83	98	187	91	104	43	83	72	0	0	156	63	113	150	69	190	175	154	177	173	100	131	90	71	71	60	174
174	83	98	187	91	104	43	83	72	0	0	156	63	113	150	69	190	175	154	177	173	100	131	90	71	71	60	174
205	223	183	282	110	86	195	212	99	156	156	0	132	242	93	207	112	258	144	276	106	87	250	238	204	226	213	205
222	145	154	249	120	54	79	81	92	63	63	132	0	176	94	132	203	235	187	239	188	51	194	112	134	124	96	222
135	33	72	86	138	214	115	161	143	113	113	242	176	0	261	44	224	87	162	74	208	209	23	136	43	76	112	135
269	233	221	322	160	47	173	168	136	150	150	93	94	261	0	218	201	304	216	314	192	52	275	204	218	217	190	269
143	15	64	124	111	172	75	123	109	69	69	207	132	44	218	0	206	118	151	113	190	167	63	105	7	47	76	143
127	219	152	227	100	178	233	269	118	190	190	112	203	224	201	206	0	200	67	226	17	176	220	280	200	244	248	127
78	114	83	27	150	259	192	241	169	175	175	258	235	87	304	118	200	0	133	29	188	254	65	220	112	160	193	78
64	162	91	160	67	181	194	237	95	154	154	144	187	162	216	151	67	133	0	159	55	178	155	239	144	194	206	64
106	106	95	12	166	268	188	235	182	177	177	276	239	74	314	113	226	29	159	0	213	263	51	210	108	150	186	106
118	202	137	215	83	167	216	253	102	173	173	106	188	208	192	190	17	188	55	213	0	165	205	263	184	227	232	118
225	181	171	272	116	5	126	132	89	100	100	87	51	209	52	167	176	254	178	263	165	0	223	163	166	168	144	225
121	54	70	63	142	228	137	184	151	131	131	250	194	23	275	63	220	65	155	51	205	223	0	159	60	99	135	121
245	106	164	222	180	167	47	41	162	90	90	238	112	136	204	105	280	220	239	210	263	163	159	0	111	60	32	245
136	19	57	120	106	171	80	129	105	71	71	204	134	43	218	7	200	112	144	108	184	166	60	111	0	54	82	136
190	46	110	162	145	173	48	87	134	71	71	226	124	76	217	47	244	160	194	150	227	168	99	60	54	0	38	190
213	80	133	198	149	148	18	49	132	60	60	213	96	112	190	76	248	193	206	186	232	144	135	32	82	38	0	213
0	148	81	104	109	229	206	254	136	174	174	205	222	135	269	143	127	78	64	106	118	225	121	245	136	190	213	0
