0	95	218	241	87	224	213	156	140	158	158	81	48	72	72	40	58	89	169	76	149	86	161	233	61	118	236	0
95	0	123	166	46	135	118	92	48	139	139	18	89	88	28	70	112	69	109	103	139	9	69	141	112	37	150	95
218	124	0	125	148	57	19	123	83	199	199	138	205	195	147	190	227	165	132	208	208	132	65	51	226	110	75	218
241	166	126	0	154	182	107	85	122	131	131	169	204	183	193	201	218	233	75	269	146	172	158	78	215	130	201	241
87	46	148	154	0	173	138	70	65	96	96	31	58	47	56	49	79	104	84	126	95	42	108	152	77	38	189	87
224	135	57	182	173	0	75	168	112	242	242	153	224	219	152	205	247	152	179	195	248	143	66	108	246	138	19	224
213	118	19	107	138	75	0	106	74	182	182	132	196	184	144	182	217	167	114	210	192	127	69	36	216	100	94	213
156	92	123	85	70	168	106	0	64	76	76	90	120	99	116	116	135	161	17	192	86	96	116	104	132	55	187	156
140	48	83	122	65	112	74	64	0	132	132	59	122	112	76	108	144	111	80	150	137	56	53	94	143	27	130	140
158	139	199	131	96	242	182	76	132	0	0	127	111	86	152	120	112	200	69	218	15	138	185	176	108	112	260	158
158	139	199	131	96	242	182	76	132	0	0	127	111	86	152	120	112	200	69	218	15	138	185	176	108	112	260	158
81	18	138	169	31	153	132	90	59	127	127	0	71	70	26	53	94	74	106	102	126	12	87	153	94	39	168	81
48	89	205	204	58	224	196	120	122	111	111	71	0	25	79	21	23	116	130	117	101	81	158	210	24	96	239	48
72	88	195	183	47	219	184	99	112	86	86	70	25	0	85	36	36	128	108	136	78	81	154	195	33	85	235	72
72	28	147	193	56	152	144	116	76	152	152	26	79	85	0	58	102	48	132	77	150	21	89	169	102	63	165	72
40	70	190	201	49	205	182	116	108	120	120	53	21	36	58	0	44	95	129	100	113	62	140	199	44	83	220	40
58	112	227	218	79	247	217	135	144	112	112	94	23	36	102	44	0	136	144	132	101	104	181	230	4	117	262	58
89	69	165	233	104	152	167	161	111	200	200	74	116	128	48	95	136	0	177	44	197	66	100	197	138	106	159	89
169	109	132	75	84	179	114	17	80	69	69	106	130	108	132	129	144	177	0	207	81	112	131	107	140	72	199	169
76	103	208	269	126	195	210	192	150	218	218	102	117	136	77	100	132	44	207	0	212	97	144	239	135	139	201	76
149	139	208	146	95	248	192	86	137	15	15	126	101	78	150	113	101	197	81	212	0	137	190	188	96	115	267	149
86	9	132	172	42	143	127	96	56	138	138	12	81	81	21	62	104	66	112	97	137	0	78	150	104	42	158	86
161	69	65	158	108	66	69	116	53	185	185	87	158	154	89	140	181	100	131	144	190	78	0	103	181	76	81	161
233	141	51	78	152	108	36	104	94	176	176	153	210	195	169	199	230	197	107	239	188	150	103	0	227	116	126	233
61	112	226	215	77	246	216	132	143	108	108	94	24	33	102	44	4	138	140	135	96	104	181	227	0	116	262	61
118	37	110	130	38	138	100	55	27	112	112	39	96	85	63	83	117	106	72	139	115	42	76	116	116	0	155	118
236	150	75	201	189	19	94	187	130	260	260	168	239	235	165	220	262	159	199	201	267	158	81	126	262	155	0	236
0	95	218	241	87	224	213	156	140	158	158	81	48	72	72	40	58	89	169	76	149	86	161	233	61	118	236	0
