0	191	178	167	229	120	191	105	112	90	239	25	151	172	122	82	189	189	210	214	166	122	212	233	139	149	130	275	47	158	112	200	165	49	308	0
191	0	66	220	239	209	53	160	83	198	140	176	96	150	93	109	119	119	236	92	247	70	139	233	278	42	242	86	159	138	81	38	286	144	257	191
178	68	0	256	287	234	19	186	100	215	204	171	141	198	57	105	174	174	281	156	278	82	198	284	293	60	263	134	162	183	95	38	307	130	318	178
167	220	258	0	66	49	256	75	156	77	153	145	124	79	221	166	120	120	45	166	35	174	123	74	103	198	64	273	130	84	162	252	90	172	161	167
229	239	287	66	0	115	284	127	194	142	133	205	146	89	263	213	122	122	22	163	89	210	110	12	163	228	127	273	188	104	200	275	142	227	98	229
120	209	234	49	115	0	238	49	134	29	177	99	121	96	191	134	134	134	95	176	48	152	145	122	74	180	33	275	89	93	139	237	77	132	206	120
191	53	19	256	284	238	0	189	104	221	192	182	137	194	72	114	167	167	279	145	280	85	189	279	299	58	268	115	170	180	99	19	312	143	309	191
105	160	186	75	127	49	189	0	86	43	146	81	75	69	147	92	97	97	112	135	92	104	115	130	120	131	82	228	61	59	91	188	126	100	203	105
112	83	100	156	194	134	104	86	0	118	145	94	58	108	69	35	100	100	185	109	177	18	126	192	197	47	164	164	76	92	6	104	209	71	243	112
90	198	215	77	142	29	221	43	118	0	187	70	118	107	169	112	140	140	122	179	76	136	156	148	80	165	48	270	62	100	122	222	92	106	230	90
239	140	204	153	133	177	192	146	145	187	0	215	90	81	205	179	51	51	142	48	188	152	32	122	250	152	207	146	192	87	150	178	242	211	119	239
25	176	171	145	205	99	182	81	94	70	215	0	128	147	117	69	165	165	188	191	147	107	188	209	130	135	114	259	23	134	95	189	153	43	284	25
151	96	141	124	146	121	137	75	58	118	90	128	0	57	125	90	42	42	142	64	153	69	69	142	194	82	155	154	106	43	64	130	197	120	186	151
172	150	198	79	89	96	194	69	108	107	81	147	57	0	177	133	42	42	86	87	112	123	49	86	169	139	127	195	125	16	114	186	164	155	140	172
122	93	57	221	263	191	72	147	69	169	205	117	125	177	0	57	165	165	253	162	238	56	191	261	243	57	217	176	110	161	63	85	260	75	310	122
82	109	105	166	213	134	114	92	35	112	179	69	90	133	57	0	132	132	201	144	181	40	158	213	188	67	161	193	56	116	32	120	204	36	272	82
189	119	174	120	122	134	167	97	100	140	51	165	42	42	165	132	0	0	123	45	154	110	26	115	208	117	166	155	142	41	106	156	205	161	146	189
189	119	174	120	122	134	167	97	100	140	51	165	42	42	165	132	0	0	123	45	154	110	26	115	208	117	166	155	142	41	106	156	205	161	146	189
210	236	281	45	22	95	279	112	185	122	142	188	142	86	253	201	123	123	0	167	67	201	116	32	141	222	106	277	171	98	191	271	121	212	120	210
214	92	156	166	163	176	145	135	109	179	48	191	64	87	162	144	45	45	167	0	199	111	53	155	251	107	209	111	169	84	113	130	249	178	165	214
166	247	278	35	89	48	280	92	177	76	188	147	153	112	238	181	154	154	67	199	0	196	157	100	73	222	42	305	137	116	183	277	56	181	187	166
122	70	82	174	210	152	85	104	18	136	152	107	69	123	56	40	110	110	201	111	196	0	136	208	215	30	182	153	90	107	13	87	227	77	255	122
212	139	198	123	110	145	189	115	126	156	32	188	69	49	191	158	26	26	116	53	157	136	0	102	218	142	176	163	165	56	132	177	211	187	121	212
233	233	284	74	12	122	279	130	192	148	122	209	142	86	261	213	115	115	32	155	100	208	102	0	173	224	137	264	191	101	199	270	153	229	88	233
139	278	293	103	163	74	299	120	197	80	250	130	194	169	243	188	208	208	141	251	73	215	218	173	0	244	42	348	133	167	201	302	31	173	261	139
149	42	60	198	228	180	58	131	47	165	152	135	82	139	57	67	117	117	222	107	222	30	142	224	244	0	211	128	120	124	43	57	255	102	262	149
130	242	263	64	127	33	268	82	164	48	207	114	155	127	217	161	166	166	106	209	42	182	176	137	42	211	0	308	109	125	169	268	45	153	224	130
275	86	134	273	273	275	115	228	164	270	146	259	154	195	176	193	155	155	277	111	305	153	163	264	348	128	308	0	240	189	164	96	351	229	260	275
47	159	162	130	188	89	170	61	76	62	192	23	106	125	110	56	142	142	171	169	137	90	165	191	133	120	109	240	0	111	78	175	151	44	263	47
158	138	183	84	104	93	180	59	92	100	87	134	43	16	161	116	41	41	98	84	116	107	56	101	167	124	125	189	111	0	98	173	165	139	156	158
112	81	95	162	200	139	99	91	6	122	150	95	64	114	63	32	106	106	191	113	183	13	132	199	201	43	169	164	78	98	0	100	213	69	249	112
200	38	38	252	275	237	19	188	104	222	178	189	130	186	85	120	156	156	271	130	277	87	177	270	302	57	268	96	175	173	100	0	313	152	295	200
165	286	307	90	142	77	312	126	209	92	242	153	197	164	260	204	205	205	121	249	56	227	211	153	31	255	45	351	151	165	213	313	0	193	240	165
49	144	130	172	227	132	143	100	71	106	211	43	120	155	75	36	161	161	212	178	181	77	187	229	173	102	153	229	44	139	69	152	193	0	295	49
308	257	318	161	98	206	309	203	243	230	119	284	186	140	310	272	146	146	120	165	187	255	121	88	261	262	224	260	263	156	249	295	240	295	0	308
0	191	178	167	229	120	191	105	112	90	239	25	151	172	122	82	189	189	210	214	166	122	212	233	139	149	130	275	47	158	112	200	165	49	308	0
