0	257	49	185	170	124	221	107	277	118	119	122	143	281	206	0
257	0	252	99	87	203	54	196	91	188	162	137	300	176	50	257
49	254	0	197	167	85	209	72	256	149	96	115	97	246	203	49
185	99	199	0	60	183	104	166	171	92	133	93	271	234	64	185
170	87	167	60	0	132	59	119	127	117	84	52	226	177	36	170
124	203	85	183	132	0	152	22	184	177	49	90	97	162	161	124
221	54	209	104	59	152	0	147	68	176	115	99	248	135	40	221
107	196	72	166	119	22	147	0	186	155	35	73	107	175	151	107
277	91	256	171	127	184	68	186	0	244	160	158	273	91	106	277
118	188	149	92	117	177	176	155	244	0	136	103	241	286	143	118
119	162	96	133	84	49	115	35	160	136	0	41	142	165	116	119
122	137	115	93	52	90	99	73	158	103	41	0	179	185	88	122
143	300	97	271	226	97	248	107	273	241	142	179	0	230	257	143
281	176	246	234	177	162	135	175	91	286	165	185	230	0	174	281
206	50	203	64	36	161	40	151	106	143	116	88	257	174	0	206
0	257	49	185	170	124	221	107	277	118	119	122	143	281	206	0
