0	95	218	241	224	72	158	158	81	48	72	40	149	86	161	0
95	0	123	166	135	28	139	139	18	89	88	70	139	9	69	95
218	124	0	125	57	147	199	199	138	205	195	190	208	132	65	218
241	166	126	0	182	193	131	131	169	204	183	201	146	172	158	241
224	135	57	182	0	152	242	242	153	224	219	205	248	143	66	224
72	28	147	193	152	0	152	152	26	79	85	58	150	21	89	72
158	139	199	131	242	152	0	0	127	111	86	120	15	138	185	158
158	139	199	131	242	152	0	0	127	111	86	120	15	138	185	158
81	18	138	169	153	26	127	127	0	71	70	53	126	12	87	81
48	89	205	204	224	79	111	111	71	0	25	21	101	81	158	48
72	88	195	183	219	85	86	86	70	25	0	36	78	81	154	72
40	70	190	201	205	58	120	120	53	21	36	0	113	62	140	40
149	139	208	146	248	150	15	15	126	101	78	113	0	137	190	149
86	9	132	172	143	21	138	138	12	81	81	62	137	0	78	86
161	69	65	158	66	89	185	185	87	158	154	140	190	78	0	161
0	95	218	241	224	72	158	158	81	48	72	40	149	86	161	0
