0	148	81	104	109	229	206	254	136	177	222	167	174	174	205	222	135	269	143	127	64	65	149	106	118	225	121	0
148	0	72	117	125	186	83	129	124	74	156	156	83	83	223	145	33	233	15	219	162	131	147	106	202	181	54	148
81	73	0	102	73	176	126	174	88	99	159	124	98	98	183	154	72	221	64	152	91	62	110	95	137	171	70	81
104	117	103	0	173	277	199	246	190	183	256	226	187	187	282	249	86	322	124	227	160	144	211	12	215	272	63	104
109	125	73	173	0	120	134	173	28	102	117	58	91	91	110	120	138	160	111	100	67	45	41	166	83	116	142	109
229	186	176	277	120	0	131	135	94	117	38	65	104	104	86	54	214	47	172	178	181	165	82	268	167	5	228	229
206	83	126	199	134	131	0	49	115	32	94	131	43	43	195	79	115	173	75	233	194	164	132	188	216	126	137	206
254	129	174	246	173	135	49	0	151	77	97	156	83	83	212	81	161	168	123	269	237	208	162	235	253	132	184	254
136	124	88	190	28	94	115	151	0	85	89	37	72	72	99	92	143	136	109	118	95	73	24	182	102	89	151	136
177	74	99	183	102	117	32	77	85	0	84	104	14	14	170	72	105	162	61	201	162	132	103	172	185	112	124	177
222	156	159	256	117	38	94	97	89	84	0	74	73	73	118	16	186	79	143	194	183	161	87	246	180	35	203	222
167	156	124	226	58	65	131	156	37	104	74	0	90	90	67	83	178	102	141	120	117	102	17	219	107	61	187	167
174	83	98	187	91	104	43	83	72	14	73	90	0	0	156	63	113	150	69	190	154	125	89	177	173	100	131	174
174	83	98	187	91	104	43	83	72	14	73	90	0	0	156	63	113	150	69	190	154	125	89	177	173	100	131	174
205	223	183	282	110	86	195	212	99	170	118	67	156	156	0	132	242	93	207	112	144	143	76	276	106	87	250	205
222	145	154	249	120	54	79	81	92	72	16	83	63	63	132	0	176	94	132	203	187	163	94	239	188	51	194	222
135	33	72	86	138	214	115	161	143	105	186	178	113	113	242	176	0	261	44	224	162	134	167	74	208	209	23	135
269	233	221	322	160	47	173	168	136	162	79	102	150	150	93	94	261	0	218	201	216	204	120	314	192	52	275	269
143	15	64	124	111	172	75	123	109	61	143	141	69	69	207	132	44	218	0	206	151	120	132	113	190	167	63	143
127	219	152	227	100	178	233	269	118	201	194	120	190	190	112	203	224	201	206	0	67	91	109	226	17	176	220	127
64	162	91	160	67	181	194	237	95	162	183	117	154	154	144	187	162	216	151	67	0	31	100	159	55	178	155	64
65	131	62	144	45	165	164	208	73	132	161	102	125	125	143	163	134	204	120	91	31	0	84	141	75	161	130	65
149	147	110	211	41	82	132	162	24	103	87	17	89	89	76	94	167	120	132	109	100	84	0	204	94	78	174	149
106	106	95	12	166	268	188	235	182	172	246	219	177	177	276	239	74	314	113	226	159	141	204	0	213	263	51	106
118	202	137	215	83	167	216	253	102	185	180	107	173	173	106	188	208	192	190	17	55	75	94	213	0	165	205	118
225	181	171	272	116	5	126	132	89	112	35	61	100	100	87	51	209	52	167	176	178	161	78	263	165	0	223	225
121	54	70	63	142	228	137	184	151	124	203	187	131	131	250	194	23	275	63	220	155	130	174	51	205	223	0	121
0	148	81	104	109	229	206	254	136	177	222	167	174	174	205	222	135	269	143	127	64	65	149	106	118	225	121	0
