0	159	149	139	191	100	159	88	94	75	199	157	157	175	178	138	102	177	194	116	124	108	229	167	137	40	257	135	127	0
159	0	55	183	199	175	44	133	69	165	117	99	99	197	77	206	58	116	194	231	35	201	71	32	238	120	214	148	200	159
149	56	0	213	240	195	16	155	84	179	170	145	145	234	130	231	68	165	236	244	50	219	112	32	256	109	265	182	224	149
139	183	214	0	55	41	213	62	130	64	128	100	100	38	138	29	145	102	62	86	165	53	228	210	75	144	134	38	32	139
191	199	240	55	0	96	236	106	162	118	111	102	102	18	136	74	175	92	10	135	190	106	228	229	118	189	82	61	83	191
100	175	195	41	96	0	198	41	112	24	148	112	112	79	147	40	127	121	102	62	150	28	229	197	64	110	172	57	30	100
159	44	16	213	236	198	0	157	86	184	160	139	139	232	121	233	71	158	232	250	49	223	96	16	260	119	257	181	226	159
88	133	155	62	106	41	157	0	71	36	122	81	81	93	113	76	87	96	108	100	109	68	190	156	105	83	169	48	69	88
94	69	84	130	162	112	86	71	0	98	121	83	83	154	91	148	15	105	160	164	39	137	137	87	174	59	203	102	140	94
75	165	179	64	118	24	184	36	98	0	156	116	116	102	149	64	113	130	123	66	137	40	225	185	77	88	191	71	53	75
199	117	170	128	111	148	160	122	121	156	0	42	42	118	40	157	126	27	102	208	127	173	122	148	202	176	99	93	158	199
157	99	145	100	102	112	139	81	83	116	42	0	0	103	38	128	91	22	96	173	98	138	129	130	170	134	121	62	127	157
157	99	145	100	102	112	139	81	83	116	42	0	0	103	38	128	91	22	96	173	98	138	129	130	170	134	121	62	127	157
175	197	234	38	18	79	232	93	154	102	118	103	103	0	139	56	168	97	27	117	185	88	231	226	101	176	100	52	64	175
178	77	130	138	136	147	121	113	91	149	40	38	38	139	0	166	93	44	129	209	89	174	92	108	207	149	138	100	164	178
138	206	231	29	74	40	233	76	148	64	157	128	128	56	166	0	163	131	83	61	185	35	254	231	46	151	156	66	11	138
102	58	68	145	175	127	71	87	15	113	126	91	91	168	93	163	0	113	173	179	25	152	128	72	189	64	212	116	155	102
177	116	165	102	92	121	158	96	105	130	27	22	22	97	44	131	113	0	85	182	118	146	136	148	176	156	100	67	132	177
194	194	236	62	10	102	232	108	160	123	102	96	96	27	129	83	173	85	0	144	187	114	220	225	128	191	73	61	91	194
116	231	244	86	135	62	250	100	164	66	208	173	173	117	209	61	179	182	144	0	203	35	290	251	25	144	217	115	54	116
124	35	50	165	190	150	49	109	39	137	127	98	98	185	89	185	25	118	187	203	0	176	106	48	213	85	219	133	178	124
108	201	219	53	106	28	223	68	137	40	173	138	138	88	174	35	152	146	114	35	176	0	257	223	37	127	187	80	24	108
229	71	112	228	228	229	96	190	137	225	122	129	129	231	92	254	128	136	220	290	106	257	0	80	293	191	216	190	251	229
167	32	32	210	229	197	16	156	87	185	148	130	130	226	108	231	72	148	225	251	48	223	80	0	260	126	246	176	225	167
137	238	256	75	118	64	260	105	174	77	202	170	170	101	207	46	189	176	128	25	213	37	293	260	0	161	200	109	44	137
40	120	109	144	189	110	119	83	59	88	176	134	134	176	149	151	64	156	191	144	85	127	191	126	161	0	246	129	140	40
257	214	265	134	82	172	257	169	203	191	99	121	121	100	138	156	212	100	73	217	219	187	216	246	200	246	0	122	164	257
135	148	182	38	61	57	181	48	102	71	93	62	62	52	100	66	116	67	61	115	133	80	190	176	109	129	122	0	65	135
127	200	224	32	83	30	226	69	140	53	158	127	127	64	164	11	155	132	91	54	178	24	251	225	44	140	164	65	0	127
0	159	149	139	191	100	159	88	94	75	91	157	157	175	178	138	102	177	194	116	124	108	229	167	137	40	257	135	127	0
