0	95	218	241	87	224	213	158	158	81	72	48	72	40	58	76	149	86	161	233	61	118	236	0
95	0	123	166	46	135	118	139	139	18	88	89	28	70	112	103	139	9	69	141	112	37	150	95
218	124	0	125	148	57	19	199	199	138	195	205	147	190	227	208	208	132	65	51	226	110	75	218
241	166	126	0	154	182	107	131	131	169	183	204	193	201	218	269	146	172	158	78	215	130	201	241
87	46	148	154	0	173	138	96	96	31	47	58	56	49	79	126	95	42	108	152	77	38	189	87
224	135	57	182	173	0	75	242	242	153	219	224	152	205	247	195	248	143	66	108	246	138	19	224
213	118	19	107	138	75	0	182	182	132	184	196	144	182	217	210	192	127	69	36	216	100	94	213
231	155	117	11	144	173	98	127	127	159	175	196	182	192	210	259	141	161	148	71	207	120	192	231
158	139	199	131	96	242	182	0	0	127	86	111	152	120	112	218	15	138	185	176	108	112	260	158
158	139	199	131	96	242	182	0	0	127	86	111	152	120	112	218	15	138	185	176	108	112	260	158
72	88	195	183	47	219	184	86	86	70	0	25	85	36	36	136	78	81	154	195	33	85	235	72
48	89	205	204	58	224	196	111	111	71	25	0	79	21	23	117	101	81	158	210	24	96	239	48
72	28	147	193	56	152	144	152	152	26	85	79	0	58	102	77	150	21	89	169	102	63	165	72
40	70	190	201	49	205	182	120	120	53	36	21	58	0	44	100	113	62	140	199	44	83	220	40
58	112	227	218	79	247	217	112	112	94	36	23	102	44	0	132	101	104	181	230	4	117	262	58
76	103	208	269	126	195	210	218	218	102	136	117	77	100	132	0	212	97	144	239	135	139	201	76
149	139	208	146	95	248	192	15	15	126	78	101	150	113	101	212	0	137	190	188	96	115	267	149
86	9	132	172	42	143	127	138	138	12	81	81	21	62	104	97	137	0	78	150	104	42	158	86
161	69	65	158	108	66	69	185	185	87	154	158	89	140	181	144	190	78	0	103	181	76	81	161
233	141	51	78	152	108	36	176	176	153	195	210	169	199	230	239	188	150	103	0	227	116	126	233
61	112	226	215	77	246	216	108	108	94	33	24	102	44	4	135	96	104	181	227	0	116	262	61
118	37	110	130	38	138	100	112	112	39	85	96	63	83	117	139	115	42	76	116	116	0	155	118
236	150	75	201	189	19	94	260	260	168	235	239	165	220	262	201	267	158	81	126	262	155	0	236
0	95	218	241	87	224	213	158	158	81	72	48	72	40	58	76	149	86	161	233	61	118	236	0
