0	214	40	154	114	198	249	142	142	104	184	89	149	65	155	199	230	98	99	102	119	234	172	0
214	0	210	82	233	105	163	72	72	169	45	163	212	223	238	153	75	156	135	114	250	147	42	214
40	211	0	164	74	175	219	139	139	70	174	60	110	27	115	168	213	124	80	96	81	205	169	40
154	82	165	0	211	146	213	50	50	152	86	138	208	185	231	184	142	77	111	78	226	195	54	154
114	233	74	211	0	163	185	172	172	63	189	73	50	50	43	136	210	190	102	133	18	176	197	114
198	105	175	146	163	0	67	99	99	109	66	115	126	176	153	49	49	191	99	109	180	49	97	198
249	163	219	213	185	67	0	166	166	148	130	160	137	212	159	51	91	256	154	172	200	18	163	249
142	72	139	50	172	99	166	0	0	110	49	99	162	155	187	134	106	98	70	43	188	148	30	142
142	72	139	50	172	99	166	0	0	110	49	99	162	155	187	134	106	98	70	43	188	148	30	142
104	169	70	152	63	109	148	110	110	0	127	18	59	66	79	98	153	147	41	75	80	135	134	104
184	45	174	86	189	66	130	49	49	127	0	122	167	185	193	112	57	147	95	83	207	113	33	184
89	163	60	138	73	115	160	99	99	18	122	0	77	63	95	110	155	129	29	61	89	145	126	89
149	212	110	208	50	126	137	162	162	59	167	77	0	91	27	91	175	206	98	133	63	130	182	149
65	223	27	185	50	176	212	155	155	66	185	63	91	0	92	161	218	150	89	112	54	200	184	65
155	238	115	231	43	153	159	187	187	79	193	95	27	92	0	115	202	222	120	154	49	154	208	155
199	153	168	184	136	49	51	134	134	98	112	110	91	161	115	0	95	215	107	130	152	40	140	199
230	75	213	142	210	49	91	106	106	153	57	155	175	218	202	95	0	203	134	132	228	76	89	230
98	156	124	77	190	191	256	98	98	147	147	129	206	150	222	215	203	0	114	86	201	238	119	98
99	135	80	111	102	99	154	70	70	41	95	29	98	89	120	107	134	114	0	34	118	137	97	99
102	114	96	78	133	109	172	43	43	75	83	61	133	112	154	130	132	86	34	0	149	154	73	102
119	250	81	226	18	180	200	188	188	80	207	89	63	54	49	152	228	201	118	149	0	192	214	119
234	147	205	195	176	49	18	148	148	135	113	145	130	200	154	40	76	238	137	154	192	0	145	234
172	42	169	54	197	97	163	30	30	134	33	126	182	184	208	140	89	119	97	73	214	145	0	172
0	214	40	154	114	198	249	142	142	104	184	89	149	65	155	199	230	98	99	102	119	234	172	0
