0	178	97	125	131	247	200	172	208	208	246	266	162	323	153	127	141	270	145	294	163	0
178	0	87	141	150	99	187	18	100	100	267	174	39	279	263	127	243	217	65	127	23	178
97	89	0	122	88	151	149	77	117	117	219	185	86	265	183	114	164	205	84	197	68	97
125	141	124	0	207	239	272	149	224	224	338	299	104	387	273	14	258	326	76	266	144	125
131	150	88	207	0	161	70	133	109	109	131	144	166	192	120	200	100	139	170	216	127	131
247	99	151	239	161	0	157	90	52	52	233	94	139	208	279	225	260	152	164	56	96	247
200	187	149	272	70	157	0	169	108	108	80	100	213	123	144	263	128	73	224	211	166	200
172	18	77	149	133	90	169	0	83	83	249	159	53	262	247	135	228	200	76	125	9	172
208	100	117	224	109	52	108	83	0	0	187	76	136	180	227	212	208	119	157	108	85	208
208	100	117	224	109	52	108	83	0	0	187	76	136	180	227	212	208	119	157	108	85	208
246	267	219	338	131	233	80	249	187	187	0	158	291	112	134	331	128	104	299	285	245	246
266	174	185	299	144	94	100	159	76	76	158	0	211	113	243	287	226	61	232	135	161	266
162	39	86	104	166	139	213	53	136	136	291	211	0	313	269	89	250	251	28	163	51	162
323	279	265	387	192	208	123	262	180	180	112	113	313	0	241	377	231	62	330	245	262	323
153	263	183	273	120	279	144	247	227	227	134	243	269	241	0	271	20	212	264	335	240	153
127	127	114	14	200	225	263	135	212	212	331	287	89	377	271	0	255	316	62	252	130	127
141	243	164	258	100	260	128	228	208	208	128	226	250	231	20	255	0	197	246	316	220	141
270	217	205	326	139	152	73	200	119	119	104	61	251	62	212	316	197	0	268	196	200	270
145	65	84	76	170	164	224	76	157	157	299	232	28	330	264	62	246	268	0	190	72	145
294	127	197	266	216	56	211	125	108	108	285	135	163	245	335	252	316	196	190	0	133	294
163	23	68	144	127	96	166	9	85	85	245	161	51	262	240	130	220	200	72	133	0	163
0	178	97	125	131	247	200	172	208	208	246	266	162	323	153	127	141	270	145	294	163	0
