0	191	178	167	229	191	109	212	189	189	210	214	166	122	233	200	165	49	308	162	152	0
191	0	66	220	239	53	97	139	119	119	236	92	247	70	233	38	286	144	257	177	240	191
178	68	0	256	287	19	120	198	174	174	281	156	278	82	284	38	307	130	318	219	268	178
167	220	258	0	66	256	137	123	120	120	45	166	35	174	74	252	90	172	161	46	38	167
229	239	287	66	0	284	176	110	122	122	22	163	89	210	12	275	142	227	98	73	99	229
191	53	19	256	284	0	122	189	167	167	279	145	280	85	279	19	312	143	309	217	271	191
109	97	120	137	176	122	0	115	89	89	166	106	158	37	174	121	191	73	229	104	149	109
212	139	198	123	110	189	115	0	26	26	116	53	157	136	102	177	211	187	121	80	158	212
189	119	174	120	122	167	89	26	0	0	123	45	154	110	115	156	205	161	146	75	152	189
189	119	174	120	122	167	89	26	0	0	123	45	154	110	115	156	205	161	146	75	152	189
210	236	281	45	22	279	166	116	123	123	0	167	67	201	32	271	121	212	120	62	77	210
214	92	156	166	163	145	106	53	45	45	167	0	199	111	155	130	249	178	165	120	197	214
166	247	278	35	89	280	158	157	154	154	67	199	0	196	100	277	56	181	187	79	14	166
122	70	82	174	210	85	37	136	110	110	201	111	196	0	208	87	227	77	255	139	186	122
233	233	284	74	12	279	174	102	115	115	32	155	100	208	0	270	153	229	88	74	109	233
200	38	38	252	275	19	121	177	156	156	271	130	277	87	270	0	313	152	295	211	269	200
165	286	307	90	142	312	191	211	205	205	121	249	56	227	153	313	0	193	240	131	53	165
49	144	130	172	227	143	73	187	161	161	212	178	181	77	229	152	193	0	295	155	168	49
308	257	318	161	98	309	229	121	146	146	120	165	187	255	88	295	240	295	0	147	196	308
162	177	219	46	73	217	104	80	75	75	62	120	79	139	74	211	131	155	147	0	78	162
152	240	268	38	99	271	149	158	152	152	77	197	14	186	109	269	53	168	196	78	0	152
0	191	178	167	229	191	109	212	189	189	210	214	166	122	233	200	165	49	308	162	152	0
