0	114	262	289	104	255	278	49	190	190	97	58	86	87	69	91	179	103	193	280	73	0
114	0	148	199	55	142	186	85	167	167	22	107	105	33	135	124	167	11	83	170	134	114
262	150	0	150	178	23	140	228	239	239	166	246	234	177	273	250	250	159	78	62	271	262
289	199	152	0	185	128	13	241	157	157	203	245	219	231	262	323	175	206	190	93	258	289
104	55	178	185	0	166	173	58	116	116	37	70	57	67	95	152	114	51	129	182	93	104
255	142	23	128	166	0	118	219	219	219	158	235	221	173	261	252	230	153	83	43	259	255
278	186	140	13	173	118	0	230	152	152	191	235	209	219	252	310	169	194	178	85	248	278
49	85	228	241	58	219	230	0	144	144	63	25	44	70	52	120	136	74	168	239	53	49
190	167	239	157	116	219	152	144	0	0	153	133	103	182	135	261	18	165	222	211	130	190
190	167	239	157	116	219	152	144	0	0	153	133	103	182	135	261	18	165	222	211	130	190
97	22	166	203	37	158	191	63	153	153	0	85	84	32	113	122	151	14	105	183	112	97
58	107	246	245	70	235	235	25	133	133	85	0	30	95	28	140	122	97	190	252	28	58
86	105	234	219	57	221	209	44	103	103	84	30	0	103	43	164	93	97	185	233	40	86
87	33	177	231	67	173	219	70	182	182	32	95	103	0	122	92	180	25	106	203	123	87
69	135	273	262	95	261	252	52	135	135	113	28	43	122	0	158	121	125	217	276	5	69
91	124	250	323	152	252	310	120	261	261	122	140	164	92	158	0	254	117	172	287	162	91
179	167	250	175	114	230	169	136	18	18	151	122	93	180	121	254	0	164	228	225	116	179
103	11	159	206	51	153	194	74	165	165	14	97	97	25	125	117	164	0	94	180	125	103
193	83	78	190	129	83	178	168	222	222	105	190	185	106	217	172	228	94	0	124	217	193
280	170	62	93	182	43	85	239	211	211	183	252	233	203	276	287	225	180	124	0	273	280
73	134	271	258	93	259	248	53	130	130	112	28	40	123	5	162	116	125	217	273	0	73
0	114	262	289	104	255	278	49	190	190	97	58	86	87	69	91	179	103	193	280	73	0
