0	114	262	289	104	269	255	188	168	211	166	190	190	97	58	86	87	49	69	107	203	289	129	91	179	103	193	0
114	0	148	199	55	162	142	111	58	123	64	167	167	22	107	105	33	85	135	83	130	219	24	124	167	11	83	114
262	150	0	150	178	68	23	148	100	128	110	239	239	166	246	234	177	228	273	197	159	206	136	250	250	159	78	262
289	199	152	0	185	219	128	102	147	78	211	157	157	203	245	219	231	241	262	279	90	62	206	323	175	206	190	289
104	55	178	185	0	207	166	84	78	107	117	116	116	37	70	57	67	58	95	125	101	190	78	152	114	51	129	104
269	162	68	219	207	0	91	201	134	187	103	290	290	184	268	263	182	246	296	182	215	272	142	234	298	172	79	269
255	142	23	128	166	91	0	128	89	107	114	219	219	158	235	221	173	219	261	200	137	183	133	252	230	153	83	255
188	111	148	102	84	201	128	0	77	28	147	91	91	108	144	119	139	140	162	193	20	109	125	230	103	115	140	188
168	58	100	147	78	134	89	77	0	77	70	158	158	71	147	135	91	130	173	133	96	177	60	180	165	68	64	168
211	123	128	78	107	187	107	28	77	0	147	114	114	125	170	146	154	164	190	205	31	100	134	246	127	129	134	211
166	64	110	211	117	103	114	147	70	147	0	221	221	86	170	169	80	146	198	88	166	247	42	141	224	73	32	166
190	167	239	157	116	290	219	91	158	114	221	0	0	153	133	103	182	144	135	240	83	123	188	261	18	165	222	190
190	167	239	157	116	290	219	91	158	114	221	0	0	153	133	103	182	144	135	240	83	123	188	261	18	165	222	190
97	22	166	203	37	184	158	108	71	125	86	153	153	0	85	84	32	63	113	89	127	217	45	122	151	14	105	97
58	107	246	245	70	268	235	144	147	170	170	133	133	85	0	30	95	25	28	139	156	238	128	140	122	97	190	58
86	105	234	219	57	263	221	119	135	146	169	103	103	84	30	0	103	44	43	154	130	209	128	164	93	97	185	86
87	33	177	231	67	182	173	139	91	154	80	182	182	32	95	103	0	70	122	58	158	248	42	92	180	25	106	87
49	85	228	241	58	246	219	140	130	164	146	144	144	63	25	44	70	0	52	114	155	240	105	120	136	74	168	49
69	135	273	262	95	296	261	162	173	190	198	135	135	113	28	43	122	52	0	163	172	248	156	158	121	125	217	69
107	83	197	279	125	182	200	193	133	205	88	240	240	89	139	154	58	114	163	0	213	302	73	53	237	79	120	107
203	130	159	90	101	215	137	20	96	31	166	83	83	127	156	130	158	155	172	213	0	90	145	249	98	134	157	203
289	219	206	62	190	272	183	109	177	100	247	123	123	217	238	209	248	240	248	302	90	0	232	339	141	224	232	289
129	24	136	206	78	142	133	125	60	134	42	188	188	45	128	128	42	105	156	73	145	232	0	121	190	31	65	129
91	124	250	323	152	234	252	230	180	246	141	261	261	122	140	164	92	120	158	53	249	339	121	0	254	117	172	91
179	167	250	175	114	298	230	103	165	127	224	18	18	151	122	93	180	136	121	237	98	141	190	254	0	164	228	179
103	11	159	206	51	172	153	115	68	129	73	165	165	14	97	97	25	74	125	79	134	224	31	117	164	0	94	103
193	83	78	190	129	79	83	140	64	134	32	222	222	105	190	185	106	168	217	120	157	232	65	172	228	94	0	193
0	114	262	289	104	269	255	188	168	211	166	190	190	97	58	86	87	49	69	107	203	289	129	91	179	103	193	0
