0	114	262	289	269	87	190	190	97	86	58	49	179	103	193	280	73	141	283	0
114	0	148	199	162	33	167	167	22	105	107	85	167	11	83	170	134	44	180	114
262	150	0	150	68	177	239	239	166	234	246	228	250	159	78	62	271	133	90	262
289	199	152	0	219	231	157	157	203	219	245	241	175	206	190	93	258	156	241	289
269	162	68	219	0	182	290	290	184	263	268	246	298	172	79	130	296	165	23	269
87	33	177	231	182	0	182	182	32	103	95	70	180	25	106	203	123	75	198	87
190	167	239	157	290	182	0	0	153	103	133	144	18	165	222	211	130	134	312	190
190	167	239	157	290	182	0	0	153	103	133	144	18	165	222	211	130	134	312	190
97	22	166	203	184	32	153	153	0	84	85	63	151	14	105	183	112	47	202	97
86	105	234	219	263	103	103	103	84	0	30	44	93	97	185	233	40	102	283	86
58	107	246	245	268	95	133	133	85	30	0	25	122	97	190	252	28	115	286	58
49	85	228	241	246	70	144	144	63	44	25	0	136	74	168	239	53	100	264	49
179	167	250	175	298	180	18	18	151	93	122	136	0	164	228	225	116	138	320	179
103	11	159	206	172	25	165	165	14	97	97	74	164	0	94	180	125	50	189	103
193	83	78	190	79	106	222	222	105	185	190	168	228	94	0	124	217	91	98	193
280	170	62	93	130	203	211	211	183	233	252	239	225	180	124	0	273	139	151	280
73	134	271	258	296	123	130	130	112	40	28	53	116	125	217	273	0	139	314	73
141	44	133	156	165	75	134	134	47	102	115	100	138	50	91	139	139	0	187	141
283	180	90	241	23	198	312	312	202	283	286	264	320	189	98	151	314	187	0	283
0	114	262	289	269	87	190	190	97	86	58	49	179	103	193	280	73	141	283	0
