0	159	149	139	100	102	157	157	175	178	138	177	137	40	257	135	127	42	105	0
159	0	55	183	175	58	99	99	197	77	206	116	238	120	214	148	200	124	93	159
149	56	0	213	195	68	145	145	234	130	231	165	256	109	265	182	224	107	122	149
139	183	214	0	41	145	100	100	38	138	29	102	75	144	134	38	32	154	92	139
100	175	195	41	0	127	112	112	79	147	40	121	64	110	172	57	30	120	82	100
102	58	68	145	127	0	91	91	168	93	163	113	189	64	212	116	155	69	55	102
157	99	145	100	112	91	0	0	103	38	128	22	170	134	121	62	127	144	53	157
157	99	145	100	112	91	0	0	103	38	128	22	170	134	121	62	127	144	53	157
175	197	234	38	79	168	103	103	0	139	56	97	101	176	100	52	64	187	113	175
178	77	130	138	147	93	38	38	139	0	166	44	207	149	138	100	164	157	76	178
138	206	231	29	40	163	128	128	56	166	0	131	46	151	156	66	11	160	113	138
177	116	165	102	121	113	22	22	97	44	131	0	176	156	100	67	132	165	73	177
137	238	256	75	64	189	170	170	101	207	46	176	0	161	200	109	44	169	146	137
40	120	109	144	110	64	134	134	176	149	151	156	161	0	246	129	140	11	83	40
257	214	265	134	172	212	121	121	100	138	156	100	200	246	0	122	164	256	165	257
135	148	182	38	57	116	62	62	52	100	66	67	109	129	122	0	65	140	61	135
127	200	224	32	30	155	127	127	64	164	11	132	44	140	164	65	0	150	107	127
42	124	107	154	120	69	144	144	187	157	160	165	169	11	256	140	150	0	93	42
105	93	122	92	82	55	53	53	113	76	113	73	146	83	165	61	107	93	0	105
0	159	149	139	100	102	157	157	175	178	138	177	137	40	257	135	127	42	105	0
