0	191	178	167	120	122	189	189	210	214	166	212	165	49	308	162	152	50	126	0
191	0	66	220	209	70	119	119	236	92	247	139	286	144	257	177	240	149	112	191
178	68	0	256	234	82	174	174	281	156	278	198	307	130	318	219	268	129	146	178
167	220	258	0	49	174	120	120	45	166	35	123	90	172	161	46	38	185	110	167
120	209	234	49	0	152	134	134	95	176	48	145	77	132	206	68	36	144	99	120
122	70	82	174	152	0	110	110	201	111	196	136	227	77	255	139	186	83	66	122
189	119	174	120	134	110	0	0	123	45	154	26	205	161	146	75	152	173	63	189
189	119	174	120	134	110	0	0	123	45	154	26	205	161	146	75	152	173	63	189
210	236	281	45	95	201	123	123	0	167	67	116	121	212	120	62	77	224	135	210
214	92	156	166	176	111	45	45	167	0	199	53	249	178	165	120	197	188	91	214
166	247	278	35	48	196	154	154	67	199	0	157	56	181	187	79	14	192	135	166
212	139	198	123	145	136	26	26	116	53	157	0	211	187	121	80	158	199	88	212
165	286	307	90	77	227	205	205	121	249	56	211	0	193	240	131	53	203	175	165
49	144	130	172	132	77	161	161	212	178	181	187	193	0	295	155	168	13	99	49
308	257	318	161	206	255	146	146	120	165	187	121	240	295	0	147	196	307	198	308
162	177	219	46	68	139	75	75	62	120	79	80	131	155	147	0	78	168	73	162
152	240	268	38	36	186	152	152	77	197	14	158	53	168	196	78	0	180	128	152
50	149	129	185	144	83	173	173	224	188	192	199	203	13	307	168	180	0	111	50
126	112	146	110	99	66	63	63	135	91	135	88	175	99	198	73	128	111	0	126
0	191	178	167	120	122	189	189	210	214	166	212	165	49	308	162	152	50	126	0
