0	214	40	142	142	104	184	89	230	98	99	102	119	0
214	0	210	72	72	169	45	163	75	156	135	114	250	214
40	211	0	139	139	70	174	60	213	124	80	96	81	40
142	72	139	0	0	110	49	99	106	98	70	43	188	142
142	72	139	0	0	110	49	99	106	98	70	43	188	142
104	169	70	110	110	0	127	18	153	147	41	75	80	104
184	45	174	49	49	127	0	122	57	147	95	83	207	184
89	163	60	99	99	18	122	0	155	129	29	61	89	89
230	75	213	106	106	153	57	155	0	203	134	132	228	230
98	156	124	98	98	147	147	129	203	0	114	86	201	98
99	135	80	70	70	41	95	29	134	114	0	34	118	99
102	114	96	43	43	75	83	61	132	86	34	0	149	102
119	250	81	188	188	80	207	89	228	201	118	149	0	119
0	214	40	142	142	104	184	89	230	98	99	102	119	0
