0	95	218	158	158	81	48	72	149	86	161	233	61	0
95	0	123	139	139	18	89	88	139	9	69	141	112	95
218	124	0	199	199	138	205	195	208	132	65	51	226	218
158	139	199	0	0	127	111	86	15	138	185	176	108	158
158	139	199	0	0	127	111	86	15	138	185	176	108	158
81	18	138	127	127	0	71	70	126	12	87	153	94	81
48	89	205	111	111	71	0	25	101	81	158	210	24	48
72	88	195	86	86	70	25	0	78	81	154	195	33	72
149	139	208	15	15	126	101	78	0	137	190	188	96	149
86	9	132	138	138	12	81	81	137	0	78	150	104	86
161	69	65	185	185	87	158	154	190	78	0	103	181	161
233	141	51	176	176	153	210	195	188	150	103	0	227	233
61	112	226	108	108	94	24	33	96	104	181	227	0	61
0	95	218	158	158	81	48	72	149	86	161	233	61	0
