0	257	49	185	137	238	170	124	221	107	179	78	277	118	119	0
257	0	252	99	279	125	87	203	54	196	254	268	91	188	162	257
49	254	0	197	89	210	167	85	209	72	132	32	256	149	96	49
185	99	199	0	253	176	60	183	104	166	250	222	171	92	133	185
137	279	89	253	0	195	206	76	227	88	60	59	252	228	122	137
238	125	210	176	195	0	119	131	79	137	151	211	59	229	119	238
170	87	167	60	206	119	0	132	59	119	195	186	127	117	84	170
124	203	85	183	76	131	132	0	152	22	71	80	184	177	49	124
221	54	209	104	227	79	59	152	0	147	200	222	68	176	115	221
107	196	72	166	88	137	119	22	147	0	92	76	186	155	35	107
179	254	132	250	60	151	195	71	200	92	0	110	210	247	118	179
78	268	32	222	59	211	186	80	222	76	110	0	261	180	107	78
277	91	256	171	252	59	127	184	68	186	210	261	0	244	160	277
118	188	149	92	228	229	117	177	176	155	247	180	244	0	136	118
119	162	96	133	122	119	84	49	115	35	118	107	160	136	0	119
0	257	49	185	137	238	170	124	221	107	179	78	277	118	119	0
