0	214	40	154	114	198	142	104	184	89	149	65	230	98	99	0
214	0	210	82	233	105	72	169	45	163	212	223	75	156	135	214
40	211	0	164	74	175	139	70	174	60	110	27	213	124	80	40
154	82	165	0	211	146	50	152	86	138	208	185	142	77	111	154
114	233	74	211	0	163	172	63	189	73	50	50	210	190	102	114
198	105	175	146	163	0	99	109	66	115	126	176	49	191	99	198
142	72	139	50	172	99	0	110	49	99	162	155	106	98	70	142
104	169	70	152	63	109	110	0	127	18	59	66	153	147	41	104
184	45	174	86	189	66	49	127	0	122	167	185	57	147	95	184
89	163	60	138	73	115	99	18	122	0	77	63	155	129	29	89
149	212	110	208	50	126	162	59	167	77	0	91	175	206	98	149
65	223	27	185	50	176	155	66	185	63	91	0	218	150	89	65
230	75	213	142	210	49	106	153	57	155	175	218	0	203	134	230
98	156	124	77	190	191	98	147	147	129	206	150	203	0	114	98
99	135	80	111	102	99	70	41	95	29	98	89	134	114	0	99
0	214	40	154	114	198	142	104	184	89	149	65	230	98	99	0
