0	159	149	139	191	100	157	175	178	138	102	177	137	40	257	0
159	0	55	183	199	175	99	197	77	206	58	116	238	120	214	159
149	56	0	213	240	195	145	234	130	231	68	165	256	109	265	149
139	183	214	0	55	41	100	38	138	29	145	102	75	144	134	139
191	199	240	55	0	96	102	18	136	74	175	92	118	189	82	191
100	175	195	41	96	0	112	79	147	40	127	121	64	110	172	100
157	99	145	100	102	112	0	103	38	128	91	22	170	134	121	157
175	197	234	38	18	79	103	0	139	56	168	97	101	176	100	175
178	77	130	138	136	147	38	139	0	166	93	44	207	149	138	178
138	206	231	29	74	40	128	56	166	0	163	131	46	151	156	138
102	58	68	145	175	127	91	168	93	163	0	113	189	64	212	102
177	116	165	102	92	121	22	97	44	131	113	0	176	156	100	177
137	238	256	75	118	64	170	101	207	46	189	176	0	161	200	137
40	120	109	144	189	110	134	176	149	151	64	156	161	0	246	40
257	214	265	134	82	172	121	100	138	156	212	100	200	246	0	257
0	159	149	139	191	100	157	175	178	138	102	177	137	40	257	0
