0	95	218	241	87	224	158	81	72	48	72	40	149	86	161	0
95	0	123	166	46	135	139	18	88	89	28	70	139	9	69	95
218	124	0	125	148	57	199	138	195	205	147	190	208	132	65	218
241	166	126	0	154	182	131	169	183	204	193	201	146	172	158	241
87	46	148	154	0	173	96	31	47	58	56	49	95	42	108	87
224	135	57	182	173	0	242	153	219	224	152	205	248	143	66	224
158	139	199	131	96	242	0	127	86	111	152	120	15	138	185	158
81	18	138	169	31	153	127	0	70	71	26	53	126	12	87	81
72	88	195	183	47	219	86	70	0	25	85	36	78	81	154	72
48	89	205	204	58	224	111	71	25	0	79	21	101	81	158	48
72	28	147	193	56	152	152	26	85	79	0	58	150	21	89	72
40	70	190	201	49	205	120	53	36	21	58	0	113	62	140	40
149	139	208	146	95	248	15	126	78	101	150	113	0	137	190	149
86	9	132	172	42	143	138	12	81	81	21	62	137	0	78	86
161	69	65	158	108	66	185	87	154	158	89	140	190	78	0	161
0	95	218	241	87	224	158	81	72	48	72	40	149	86	161	0
