0	214	40	154	114	198	221	106	181	155	142	142	104	184	89	149	65	205	143	199	230	98	99	102	119	234	172	0
214	0	210	82	233	105	230	120	106	238	72	72	169	45	163	212	223	186	153	153	75	156	135	114	250	147	42	214
40	210	0	164	74	175	182	120	158	115	139	139	70	174	60	110	27	170	111	168	213	124	80	96	81	205	169	40
154	82	164	0	211	146	251	48	138	231	50	50	152	86	138	208	185	212	157	184	142	77	111	78	226	195	54	154
114	233	74	211	0	163	120	175	148	43	172	172	63	189	73	50	50	124	89	136	210	190	102	133	18	176	197	114
198	105	175	146	163	0	127	152	17	153	99	99	109	66	115	126	176	83	73	49	49	191	99	109	180	49	97	198
221	230	182	251	120	127	0	235	124	80	201	201	122	187	139	73	164	45	96	78	172	265	152	183	129	103	212	221
106	120	120	48	175	152	235	0	139	202	58	58	123	107	106	182	143	202	140	180	163	40	85	52	189	200	81	106
181	106	158	138	148	17	124	139	0	141	89	89	93	63	98	114	159	80	59	49	62	178	82	94	166	60	91	181
155	238	115	231	43	153	80	202	141	0	187	187	79	193	95	27	92	94	85	115	202	222	120	154	49	154	208	155
142	72	139	50	172	99	201	58	89	187	0	0	110	49	99	162	155	162	109	134	106	98	70	43	188	148	30	142
142	72	139	50	172	99	201	58	89	187	0	0	110	49	99	162	155	162	109	134	106	98	70	43	188	148	30	142
104	169	70	152	63	109	122	123	93	79	110	110	0	127	18	59	66	102	41	98	153	147	41	75	80	135	134	104
184	45	174	86	189	66	187	107	63	193	49	49	127	0	122	167	185	144	109	112	57	147	95	83	207	113	33	184
89	163	60	138	73	115	139	106	98	95	99	99	18	122	0	77	63	117	54	110	155	129	29	61	89	145	126	89
149	212	110	208	50	126	73	182	114	27	162	162	59	167	77	0	91	74	58	91	175	206	98	133	63	130	182	149
65	223	27	185	50	176	164	143	159	92	155	155	66	185	63	91	0	158	106	161	218	150	89	112	54	200	184	65
205	186	170	212	124	83	45	202	80	94	162	162	102	144	117	74	158	0	65	33	128	235	122	150	137	63	170	205
143	153	111	157	89	73	96	140	59	85	109	109	41	109	54	58	106	65	0	57	121	171	57	88	107	94	126	143
199	153	168	184	136	49	78	180	49	115	134	134	98	112	110	91	161	33	57	0	95	215	107	130	152	40	140	199
230	75	213	142	210	49	172	163	62	202	106	106	153	57	155	175	218	128	121	95	0	203	134	132	228	76	89	230
98	156	124	77	190	191	265	40	178	222	98	98	147	147	129	206	150	235	171	215	203	0	114	86	201	238	119	98
99	135	80	111	102	99	152	85	82	120	70	70	41	95	29	98	89	122	57	107	134	114	0	34	118	137	97	99
102	114	96	78	133	109	183	52	94	154	43	43	75	83	61	133	112	150	88	130	132	86	34	0	149	154	73	102
119	250	81	226	18	180	129	189	166	49	188	188	80	207	89	63	54	137	107	152	228	201	118	149	0	192	214	119
234	147	205	195	176	49	103	200	60	154	148	148	135	113	145	130	200	63	94	40	76	238	137	154	192	0	145	234
172	42	169	54	197	97	212	81	91	208	30	30	134	33	126	182	184	170	126	140	89	119	97	73	214	145	0	172
0	214	40	154	114	198	221	106	181	155	142	142	104	184	89	149	65	205	143	199	230	98	99	102	119	234	172	0
