0	148	81	104	109	206	167	143	174	174	205	222	135	269	127	106	118	225	121	0
148	0	72	117	125	83	156	15	83	83	223	145	33	233	219	106	202	181	54	148
81	73	0	102	73	126	124	64	98	98	183	154	72	221	152	95	137	171	70	81
104	117	103	0	173	199	226	124	187	187	282	249	86	322	227	12	215	272	63	104
109	125	73	173	0	134	58	111	91	91	110	120	138	160	100	166	83	116	142	109
206	83	126	199	134	0	131	75	43	43	195	79	115	173	233	188	216	126	137	206
167	156	124	226	58	131	0	141	90	90	67	83	178	102	120	219	107	61	187	167
143	15	64	124	111	75	141	0	69	69	207	132	44	218	206	113	190	167	63	143
174	83	98	187	91	43	90	69	0	0	156	63	113	150	190	177	173	100	131	174
174	83	98	187	91	43	90	69	0	0	156	63	113	150	190	177	173	100	131	174
205	223	183	282	110	195	67	207	156	156	0	132	242	93	112	276	106	87	250	205
222	145	154	249	120	79	83	132	63	63	132	0	176	94	203	239	188	51	194	222
135	33	72	86	138	115	178	44	113	113	242	176	0	261	224	74	208	209	23	135
269	233	221	322	160	173	102	218	150	150	93	94	261	0	201	314	192	52	275	269
127	219	152	227	100	233	120	206	190	190	112	203	224	201	0	226	17	176	220	127
106	106	95	12	166	188	219	113	177	177	276	239	74	314	226	0	213	263	51	106
118	202	137	215	83	216	107	190	173	173	106	188	208	192	17	213	0	165	205	118
225	181	171	272	116	126	61	167	100	100	87	51	209	52	176	263	165	0	223	225
121	54	70	63	142	137	187	63	131	131	250	194	23	275	220	51	205	223	0	121
0	148	81	104	109	206	167	143	174	174	205	222	135	269	127	106	118	225	121	0
