0	214	40	154	114	249	181	65	142	142	104	184	89	149	155	199	230	98	99	0
214	0	210	82	233	163	106	223	72	72	169	45	163	212	238	153	75	156	135	214
40	211	0	164	74	219	158	27	139	139	70	174	60	110	115	168	213	124	80	40
154	82	165	0	211	213	138	185	50	50	152	86	138	208	231	184	142	77	111	154
114	233	74	211	0	185	148	50	172	172	63	189	73	50	43	136	210	190	102	114
249	163	219	213	185	0	79	212	166	166	148	130	160	137	159	51	91	256	154	249
181	106	158	138	148	79	0	159	89	89	93	63	98	114	141	49	62	178	82	181
65	223	27	185	50	212	159	0	155	155	66	185	63	91	92	161	218	150	89	65
142	72	139	50	172	166	89	155	0	0	110	49	99	162	187	134	106	98	70	142
142	72	139	50	172	166	89	155	0	0	110	49	99	162	187	134	106	98	70	142
104	169	70	152	63	148	93	66	110	110	0	127	18	59	79	98	153	147	41	104
184	45	174	86	189	130	63	185	49	49	127	0	122	167	193	112	57	147	95	184
89	163	60	138	73	160	98	63	99	99	18	122	0	77	95	110	155	129	29	89
149	212	110	208	50	137	114	91	162	162	59	167	77	0	27	91	175	206	98	149
155	238	115	231	43	159	141	92	187	187	79	193	95	27	0	115	202	222	120	155
199	153	168	184	136	51	49	161	134	134	98	112	110	91	115	0	95	215	107	199
230	75	213	142	210	91	62	218	106	106	153	57	155	175	202	95	0	203	134	230
98	156	124	77	190	256	178	150	98	98	147	147	129	206	222	215	203	0	114	98
99	135	80	111	102	154	82	89	70	70	41	95	29	98	120	107	134	114	0	99
0	214	40	154	114	249	181	65	142	142	104	184	89	149	155	199	230	98	99	0
