0	114	262	289	104	255	278	49	190	190	97	86	58	87	69	91	179	103	193	0
114	0	148	199	55	142	186	85	167	167	22	105	107	33	135	124	167	11	83	114
262	150	0	150	178	23	140	228	239	239	166	234	246	177	273	250	250	159	78	262
289	199	152	0	185	128	13	241	157	157	203	219	245	231	262	323	175	206	190	289
104	55	178	185	0	166	173	58	116	116	37	57	70	67	95	152	114	51	129	104
255	142	23	128	166	0	118	219	219	219	158	221	235	173	261	252	230	153	83	255
278	186	140	13	173	118	0	230	152	152	191	209	235	219	252	310	169	194	178	278
49	85	228	241	58	219	230	0	144	144	63	44	25	70	52	120	136	74	168	49
190	167	239	157	116	219	152	144	0	0	153	103	133	182	135	261	18	165	222	190
190	167	239	157	116	219	152	144	0	0	153	103	133	182	135	261	18	165	222	190
97	22	166	203	37	158	191	63	153	153	0	84	85	32	113	122	151	14	105	97
86	105	234	219	57	221	209	44	103	103	84	0	30	103	43	164	93	97	185	86
58	107	246	245	70	235	235	25	133	133	85	30	0	95	28	140	122	97	190	58
87	33	177	231	67	173	219	70	182	182	32	103	95	0	122	92	180	25	106	87
69	135	273	262	95	261	252	52	135	135	113	43	28	122	0	158	121	125	217	69
91	124	250	323	152	252	310	120	261	261	122	164	140	92	158	0	254	117	172	91
179	167	250	175	114	230	169	136	18	18	151	93	122	180	121	254	0	164	228	179
103	11	159	206	51	153	194	74	165	165	14	97	97	25	125	117	164	0	94	103
193	83	78	190	129	83	178	168	222	222	105	185	190	106	217	172	228	94	0	193
0	114	262	289	104	255	278	49	190	190	97	86	58	87	69	91	179	103	193	0
