0	257	49	185	137	238	265	128	217	186	170	170	124	221	107	179	78	246	172	239	277	118	119	0
257	0	252	99	279	125	276	144	127	286	87	87	203	54	196	254	268	223	184	184	91	188	162	257
49	254	0	197	89	210	218	144	189	138	167	167	85	209	72	132	32	204	134	202	256	149	96	49
185	99	199	0	253	176	301	58	165	277	60	60	183	104	166	250	222	254	189	221	171	92	133	185
137	279	89	253	0	195	144	210	178	52	206	206	76	227	88	60	59	148	107	163	252	228	122	137
238	125	210	176	195	0	153	183	21	183	119	119	131	79	137	151	211	99	88	59	59	229	119	238
265	276	218	301	144	153	0	282	149	96	241	241	146	225	167	88	197	53	115	94	207	319	182	265
128	144	144	58	210	183	282	0	167	242	69	69	148	128	128	218	171	242	168	216	196	48	101	128
217	127	189	165	178	21	149	167	0	169	107	107	111	76	117	137	191	96	71	58	75	213	99	217
186	286	138	277	52	183	96	242	169	0	224	224	95	232	114	32	111	113	102	138	243	267	144	186
170	87	167	60	206	119	241	69	107	224	0	0	132	59	119	195	186	194	130	161	127	117	84	170
170	87	167	60	206	119	241	69	107	224	0	0	132	59	119	195	186	194	130	161	127	117	84	170
124	203	85	183	76	131	146	148	111	95	132	132	0	152	22	71	80	122	49	117	184	177	49	124
221	54	209	104	227	79	225	128	76	232	59	59	152	0	147	200	222	172	130	134	68	176	115	221
107	196	72	166	88	137	167	128	117	114	119	119	22	147	0	92	76	141	65	132	186	155	35	107
179	254	132	250	60	151	88	218	137	32	195	195	71	200	92	0	110	89	70	109	210	247	118	179
78	268	32	222	59	211	197	171	191	111	186	186	80	222	76	110	0	190	127	193	261	180	107	78
246	223	204	254	148	99	53	242	96	113	194	194	122	172	141	89	190	0	79	40	154	282	147	246
172	184	134	189	107	88	115	168	71	102	130	130	49	130	65	70	127	79	0	68	145	205	69	172
239	184	202	221	163	59	94	216	58	138	161	161	117	134	132	109	193	40	68	0	114	259	128	239
277	91	256	171	252	59	207	196	75	243	127	127	184	68	186	210	261	154	145	114	0	244	160	277
118	188	149	92	228	229	319	48	213	267	117	117	177	176	155	247	180	282	205	259	244	0	136	118
119	162	96	133	122	119	182	101	99	144	84	84	49	115	35	118	107	147	69	128	160	136	0	119
0	257	49	185	137	238	265	128	217	186	170	170	124	221	107	179	78	246	172	239	277	118	119	0
