0	148	81	104	109	229	254	136	167	127	174	174	205	222	135	269	143	78	64	106	118	225	121	0
148	0	72	117	125	186	129	124	156	219	83	83	223	145	33	233	15	114	162	106	202	181	54	148
81	72	0	102	73	176	174	88	124	152	98	98	183	154	72	221	64	83	91	95	137	171	70	81
104	117	102	0	173	277	246	190	226	227	187	187	282	249	86	322	124	27	160	12	215	272	63	104
109	125	73	173	0	120	173	28	58	100	91	91	110	120	138	160	111	150	67	166	83	116	142	109
229	186	176	277	120	0	135	94	65	178	104	104	86	54	214	47	172	259	181	268	167	5	228	229
254	129	174	246	173	135	0	151	156	269	83	83	212	81	161	168	123	241	237	235	253	132	184	254
136	124	88	190	28	94	151	0	37	118	72	72	99	92	143	136	109	169	95	182	102	89	151	136
167	156	124	226	58	65	156	37	0	120	90	90	67	83	178	102	141	205	117	219	107	61	187	167
127	219	152	227	100	178	269	118	120	0	190	190	112	203	224	201	206	200	67	226	17	176	220	127
174	83	98	187	91	104	83	72	90	190	0	0	156	63	113	150	69	175	154	177	173	100	131	174
174	83	98	187	91	104	83	72	90	190	0	0	156	63	113	150	69	175	154	177	173	100	131	174
205	223	183	282	110	86	212	99	67	112	156	156	0	132	242	93	207	258	144	276	106	87	250	205
222	145	154	249	120	54	81	92	83	203	63	63	132	0	176	94	132	235	187	239	188	51	194	222
135	33	72	86	138	214	161	143	178	224	113	113	242	176	0	261	44	87	162	74	208	209	23	135
269	233	221	322	160	47	168	136	102	201	150	150	93	94	261	0	218	304	216	314	192	52	275	269
143	15	64	124	111	172	123	109	141	206	69	69	207	132	44	218	0	118	151	113	190	167	63	143
78	114	83	27	150	259	241	169	205	200	175	175	258	235	87	304	118	0	133	29	188	254	65	78
64	162	91	160	67	181	237	95	117	67	154	154	144	187	162	216	151	133	0	159	55	178	155	64
106	106	95	12	166	268	235	182	219	226	177	177	276	239	74	314	113	29	159	0	213	263	51	106
118	202	137	215	83	167	253	102	107	17	173	173	106	188	208	192	190	188	55	213	0	165	205	118
225	181	171	272	116	5	132	89	61	176	100	100	87	51	209	52	167	254	178	263	165	0	223	225
121	54	70	63	142	228	184	151	187	220	131	131	250	194	23	275	63	65	155	51	205	223	0	121
0	148	81	104	109	229	254	136	167	127	174	174	205	222	135	269	143	78	64	106	118	225	121	0
