0	191	178	167	229	120	105	112	109	233	189	189	210	214	166	122	212	139	149	200	165	49	308	0
191	0	66	220	239	209	160	83	97	233	119	119	236	92	247	70	139	278	42	38	286	144	257	191
178	68	0	256	287	234	186	100	120	284	174	174	281	156	278	82	198	293	60	38	307	130	318	178
167	220	258	0	66	49	75	156	137	74	120	120	45	166	35	174	123	103	198	252	90	172	161	167
229	239	287	66	0	115	127	194	176	12	122	122	22	163	89	210	110	163	228	275	142	227	98	229
120	209	234	49	115	0	49	134	116	122	134	134	95	176	48	152	145	74	180	237	77	132	206	120
105	160	186	75	127	49	0	86	67	130	97	97	112	135	92	104	115	120	131	188	126	100	203	105
112	83	100	156	194	134	86	0	19	192	100	100	185	109	177	18	126	197	47	104	209	71	243	112
109	97	120	137	176	116	67	19	0	174	89	89	166	106	158	37	115	181	64	121	191	73	229	109
233	233	284	74	12	122	130	192	174	0	115	115	32	155	100	208	102	173	224	270	153	229	88	233
189	119	174	120	122	134	97	100	89	115	0	0	123	45	154	110	26	208	117	156	205	161	146	189
189	119	174	120	122	134	97	100	89	115	0	0	123	45	154	110	26	208	117	156	205	161	146	189
210	236	281	45	22	95	112	185	166	32	123	123	0	167	67	201	116	141	222	271	121	212	120	210
214	92	156	166	163	176	135	109	106	155	45	45	167	0	199	111	53	251	107	130	249	178	165	214
166	247	278	35	89	48	92	177	158	100	154	154	67	199	0	196	157	73	222	277	56	181	187	166
122	70	82	174	210	152	104	18	37	208	110	110	201	111	196	0	136	215	30	87	227	77	255	122
212	139	198	123	110	145	115	126	115	102	26	26	116	53	157	136	0	218	142	177	211	187	121	212
139	278	293	103	163	74	120	197	181	173	208	208	141	251	73	215	218	0	244	302	31	173	261	139
149	42	60	198	228	180	131	47	64	224	117	117	222	107	222	30	142	244	0	57	255	102	262	149
200	38	38	252	275	237	188	104	121	270	156	156	271	130	277	87	177	302	57	0	313	152	295	200
165	286	307	90	142	77	126	209	191	153	205	205	121	249	56	227	211	31	255	313	0	193	240	165
49	144	130	172	227	132	100	71	73	229	161	161	212	178	181	77	187	173	102	152	193	0	295	49
308	257	318	161	98	206	203	243	229	88	146	146	120	165	187	255	121	261	262	295	240	295	0	308
0	191	178	167	229	120	105	112	109	233	189	189	210	214	166	122	212	139	149	200	165	49	308	0
