0	95	218	241	87	224	156	140	231	58	158	158	81	48	72	72	40	89	169	76	149	86	161	0
95	0	123	166	46	135	92	48	155	112	139	139	18	89	88	28	70	69	109	103	139	9	69	95
218	123	0	125	148	57	123	83	117	227	199	199	138	205	195	147	190	165	132	208	208	132	65	218
241	166	125	0	154	182	85	122	11	218	131	131	169	204	183	193	201	233	75	269	146	172	158	241
87	46	148	154	0	173	70	65	144	79	96	96	31	58	47	56	49	104	84	126	95	42	108	87
224	135	57	182	173	0	168	112	173	247	242	242	153	224	219	152	205	152	179	195	248	143	66	224
156	92	123	85	70	168	0	64	76	135	76	76	90	120	99	116	116	161	17	192	86	96	116	156
140	48	83	122	65	112	64	0	112	144	132	132	59	122	112	76	108	111	80	150	137	56	53	140
231	155	117	11	144	173	76	112	0	210	127	127	159	196	175	182	192	222	67	259	141	161	148	231
58	112	227	218	79	247	135	144	210	0	112	112	94	23	36	102	44	136	144	132	101	104	181	58
158	139	199	131	96	242	76	132	127	112	0	0	127	111	86	152	120	200	69	218	15	138	185	158
158	139	199	131	96	242	76	132	127	112	0	0	127	111	86	152	120	200	69	218	15	138	185	158
81	18	138	169	31	153	90	59	159	94	127	127	0	71	70	26	53	74	106	102	126	12	87	81
48	89	205	204	58	224	120	122	196	23	111	111	71	0	25	79	21	116	130	117	101	81	158	48
72	88	195	183	47	219	99	112	175	36	86	86	70	25	0	85	36	128	108	136	78	81	154	72
72	28	147	193	56	152	116	76	182	102	152	152	26	79	85	0	58	48	132	77	150	21	89	72
40	70	190	201	49	205	116	108	192	44	120	120	53	21	36	58	0	95	129	100	113	62	140	40
89	69	165	233	104	152	161	111	222	136	200	200	74	116	128	48	95	0	177	44	197	66	100	89
169	109	132	75	84	179	17	80	67	144	69	69	106	130	108	132	129	177	0	207	81	112	131	169
76	103	208	269	126	195	192	150	259	132	218	218	102	117	136	77	100	44	207	0	212	97	144	76
149	139	208	146	95	248	86	137	141	101	15	15	126	101	78	150	113	197	81	212	0	137	190	149
86	9	132	172	42	143	96	56	161	104	138	138	12	81	81	21	62	66	112	97	137	0	78	86
161	69	65	158	108	66	116	53	148	181	185	185	87	158	154	89	140	100	131	144	190	78	0	161
0	95	218	241	87	224	156	140	231	58	158	158	81	48	72	72	40	89	169	76	149	86	161	0
