0	95	218	241	224	72	158	158	81	72	48	40	149	86	161	233	61	0
95	0	123	166	135	28	139	139	18	88	89	70	139	9	69	141	112	95
218	124	0	125	57	147	199	199	138	195	205	190	208	132	65	51	226	218
241	166	126	0	182	193	131	131	169	183	204	201	146	172	158	78	215	241
224	135	57	182	0	152	242	242	153	219	224	205	248	143	66	108	246	224
72	28	147	193	152	0	152	152	26	85	79	58	150	21	89	169	102	72
158	139	199	131	242	152	0	0	127	86	111	120	15	138	185	176	108	158
158	139	199	131	242	152	0	0	127	86	111	120	15	138	185	176	108	158
81	18	138	169	153	26	127	127	0	70	71	53	126	12	87	153	94	81
72	88	195	183	219	85	86	86	70	0	25	36	78	81	154	195	33	72
48	89	205	204	224	79	111	111	71	25	0	21	101	81	158	210	24	48
40	70	190	201	205	58	120	120	53	36	21	0	113	62	140	199	44	40
149	139	208	146	248	150	15	15	126	78	101	113	0	137	190	188	96	149
86	9	132	172	143	21	138	138	12	81	81	62	137	0	78	150	104	86
161	69	65	158	66	89	185	185	87	154	158	140	190	78	0	103	181	161
233	141	51	78	108	169	176	176	153	195	210	199	188	150	103	0	227	233
61	112	226	215	246	102	108	108	94	33	24	44	96	104	181	227	0	61
0	95	218	241	224	72	158	158	81	72	48	40	149	86	161	233	61	0
