0	214	40	154	198	149	142	142	104	184	89	65	230	98	99	102	119	0
214	0	210	82	105	212	72	72	169	45	163	223	75	156	135	114	250	214
40	211	0	164	175	110	139	139	70	174	60	27	213	124	80	96	81	40
154	82	165	0	146	208	50	50	152	86	138	185	142	77	111	78	226	154
198	105	175	146	0	126	99	99	109	66	115	176	49	191	99	109	180	198
149	212	110	208	126	0	162	162	59	167	77	91	175	206	98	133	63	149
142	72	139	50	99	162	0	0	110	49	99	155	106	98	70	43	188	142
142	72	139	50	99	162	0	0	110	49	99	155	106	98	70	43	188	142
104	169	70	152	109	59	110	110	0	127	18	66	153	147	41	75	80	104
184	45	174	86	66	167	49	49	127	0	122	185	57	147	95	83	207	184
89	163	60	138	115	77	99	99	18	122	0	63	155	129	29	61	89	89
65	223	27	185	176	91	155	155	66	185	63	0	218	150	89	112	54	65
230	75	213	142	49	175	106	106	153	57	155	218	0	203	134	132	228	230
98	156	124	77	191	206	98	98	147	147	129	150	203	0	114	86	201	98
99	135	80	111	99	98	70	70	41	95	29	89	134	114	0	34	118	99
102	114	96	78	109	133	43	43	75	83	61	112	132	86	34	0	149	102
119	250	81	226	180	63	188	188	80	207	89	54	228	201	118	149	0	119
0	214	40	154	198	149	142	142	104	184	89	65	230	98	99	102	119	0
