0	148	81	104	229	269	174	174	205	222	135	143	118	225	121	245	136	0
148	0	72	117	186	233	83	83	223	145	33	15	202	181	54	106	19	148
81	73	0	102	176	221	98	98	183	154	72	64	137	171	70	164	57	81
104	117	103	0	277	322	187	187	282	249	86	124	215	272	63	222	120	104
229	186	176	277	0	47	104	104	86	54	214	172	167	5	228	167	171	229
269	233	221	322	47	0	150	150	93	94	261	218	192	52	275	204	218	269
174	83	98	187	104	150	0	0	156	63	113	69	173	100	131	90	71	174
174	83	98	187	104	150	0	0	156	63	113	69	173	100	131	90	71	174
205	223	183	282	86	93	156	156	0	132	242	207	106	87	250	238	204	205
222	145	154	249	54	94	63	63	132	0	176	132	188	51	194	112	134	222
135	33	72	86	214	261	113	113	242	176	0	44	208	209	23	136	43	135
143	15	64	124	172	218	69	69	207	132	44	0	190	167	63	105	7	143
118	202	137	215	167	192	173	173	106	188	208	190	0	165	205	263	184	118
225	181	171	272	5	52	100	100	87	51	209	167	165	0	223	163	166	225
121	54	70	63	228	275	131	131	250	194	23	63	205	223	0	159	60	121
245	106	164	222	167	204	90	90	238	112	136	105	263	163	159	0	111	245
136	19	57	120	171	218	71	71	204	134	43	7	184	166	60	111	0	136
0	148	81	104	229	269	174	174	205	222	135	143	118	225	121	245	136	0
