0	178	97	125	131	275	247	208	208	246	266	162	323	172	153	127	141	270	145	294	163	0
178	0	87	141	150	223	99	100	100	267	174	39	279	18	263	127	243	217	65	127	23	178
97	89	0	122	88	211	151	117	117	219	185	86	265	77	183	114	164	205	84	197	68	97
125	141	124	0	207	332	239	224	224	338	299	104	387	149	273	14	258	326	76	266	144	125
131	150	88	207	0	144	161	109	109	131	144	166	192	133	120	200	100	139	170	216	127	131
275	223	211	332	144	0	157	125	125	104	65	257	56	206	214	322	200	6	274	200	206	275
247	99	151	239	161	157	0	52	52	233	94	139	208	90	279	225	260	152	164	56	96	247
208	100	117	224	109	125	52	0	0	187	76	136	180	83	227	212	208	119	157	108	85	208
208	100	117	224	109	125	52	0	0	187	76	136	180	83	227	212	208	119	157	108	85	208
246	267	219	338	131	104	233	187	187	0	158	291	112	249	134	331	128	104	299	285	245	246
266	174	185	299	144	65	94	76	76	158	0	211	113	159	243	287	226	61	232	135	161	266
162	39	86	104	166	257	139	136	136	291	211	0	313	53	269	89	250	251	28	163	51	162
323	279	265	387	192	56	208	180	180	112	113	313	0	262	241	377	231	62	330	245	262	323
172	18	77	149	133	206	90	83	83	249	159	53	262	0	247	135	228	200	76	125	9	172
153	263	183	273	120	214	279	227	227	134	243	269	241	247	0	271	20	212	264	335	240	153
127	127	114	14	200	322	225	212	212	331	287	89	377	135	271	0	255	316	62	252	130	127
141	243	164	258	100	200	260	208	208	128	226	250	231	228	20	255	0	197	246	316	220	141
270	217	205	326	139	6	152	119	119	104	61	251	62	200	212	316	197	0	268	196	200	270
145	65	84	76	170	274	164	157	157	299	232	28	330	76	264	62	246	268	0	190	72	145
294	127	197	266	216	200	56	108	108	285	135	163	245	125	335	252	316	196	190	0	133	294
163	23	68	144	127	206	96	85	85	245	161	51	262	9	240	130	220	200	72	133	0	163
0	178	97	125	131	275	247	208	208	246	266	162	323	172	153	127	141	270	145	294	163	0
