0	95	218	241	87	224	213	158	158	81	48	72	72	40	58	76	149	86	161	233	61	0
95	0	123	166	46	135	118	139	139	18	89	88	28	70	112	103	139	9	69	141	112	95
218	124	0	125	148	57	19	199	199	138	205	195	147	190	227	208	208	132	65	51	226	218
241	166	126	0	154	182	107	131	131	169	204	183	193	201	218	269	146	172	158	78	215	241
87	46	148	154	0	173	138	96	96	31	58	47	56	49	79	126	95	42	108	152	77	87
224	135	57	182	173	0	75	242	242	153	224	219	152	205	247	195	248	143	66	108	246	224
213	118	19	107	138	75	0	182	182	132	196	184	144	182	217	210	192	127	69	36	216	213
158	139	199	131	96	242	182	0	0	127	111	86	152	120	112	218	15	138	185	176	108	158
158	139	199	131	96	242	182	0	0	127	111	86	152	120	112	218	15	138	185	176	108	158
81	18	138	169	31	153	132	127	127	0	71	70	26	53	94	102	126	12	87	153	94	81
48	89	205	204	58	224	196	111	111	71	0	25	79	21	23	117	101	81	158	210	24	48
72	88	195	183	47	219	184	86	86	70	25	0	85	36	36	136	78	81	154	195	33	72
72	28	147	193	56	152	144	152	152	26	79	85	0	58	102	77	150	21	89	169	102	72
40	70	190	201	49	205	182	120	120	53	21	36	58	0	44	100	113	62	140	199	44	40
58	112	227	218	79	247	217	112	112	94	23	36	102	44	0	132	101	104	181	230	4	58
76	103	208	269	126	195	210	218	218	102	117	136	77	100	132	0	212	97	144	239	135	76
149	139	208	146	95	248	192	15	15	126	101	78	150	113	101	212	0	137	190	188	96	149
86	9	132	172	42	143	127	138	138	12	81	81	21	62	104	97	137	0	78	150	104	86
161	69	65	158	108	66	69	185	185	87	158	154	89	140	181	144	190	78	0	103	181	161
233	141	51	78	152	108	36	176	176	153	210	195	169	199	230	239	188	150	103	0	227	233
61	112	226	215	77	246	216	108	108	94	24	33	102	44	4	135	96	104	181	227	0	61
0	95	218	241	87	224	213	158	158	81	48	72	72	40	58	76	149	86	161	233	61	0
