0	257	49	185	137	238	299	170	170	124	221	107	179	78	186	239	277	118	119	122	143	0
257	0	252	99	279	125	196	87	87	203	54	196	254	268	286	184	91	188	162	137	300	257
49	254	0	197	89	210	262	167	167	85	209	72	132	32	138	202	256	149	96	115	97	49
185	99	199	0	253	176	256	60	60	183	104	166	250	222	277	221	171	92	133	93	271	185
137	279	89	253	0	195	221	206	206	76	227	88	60	59	52	163	252	228	122	160	21	137
238	125	210	176	195	0	81	119	119	131	79	137	151	211	183	59	59	229	119	131	216	238
299	196	262	256	221	81	0	199	199	178	156	192	164	255	191	61	109	307	184	206	240	299
170	87	167	60	206	119	199	0	0	132	59	119	195	186	224	161	127	117	84	52	226	170
170	87	167	60	206	119	199	0	0	132	59	119	195	186	224	161	127	117	84	52	226	170
124	203	85	183	76	131	178	132	132	0	152	22	71	80	95	117	184	177	49	90	97	124
221	54	209	104	227	79	156	59	59	152	0	147	200	222	232	134	68	176	115	99	248	221
107	196	72	166	88	137	192	119	119	22	147	0	92	76	114	132	186	155	35	73	107	107
179	254	132	250	60	151	164	195	195	71	200	92	0	110	32	109	210	247	118	159	76	179
78	268	32	222	59	211	255	186	186	80	222	76	110	0	111	193	261	180	107	135	65	78
186	286	138	277	52	183	191	224	224	95	232	114	32	111	0	138	243	267	144	185	59	186
239	184	202	221	163	59	61	161	161	117	134	132	109	193	138	0	114	259	128	156	182	239
277	91	256	171	252	59	109	127	127	184	68	186	210	261	243	114	0	244	160	158	273	277
118	188	149	92	228	229	307	117	117	177	176	155	247	180	267	259	244	0	136	103	241	118
119	162	96	133	122	119	184	84	84	49	115	35	118	107	144	128	160	136	0	41	142	119
122	137	115	93	160	131	206	52	52	90	99	73	159	135	185	156	158	103	41	0	179	122
143	300	97	271	21	216	240	226	226	97	248	107	76	65	59	182	273	241	142	179	0	143
0	257	49	185	137	238	299	170	170	124	221	107	179	78	186	239	277	118	119	122	143	0
