0	257	49	185	137	299	217	78	170	170	124	221	107	179	186	239	277	118	119	122	143	281	206	0
257	0	252	99	279	196	127	268	87	87	203	54	196	254	286	184	91	188	162	137	300	176	50	257
49	254	0	197	89	262	189	32	167	167	85	209	72	132	138	202	256	149	96	115	97	246	203	49
185	99	199	0	253	256	165	222	60	60	183	104	166	250	277	221	171	92	133	93	271	234	64	185
137	279	89	253	0	221	178	59	206	206	76	227	88	60	52	163	252	228	122	160	21	211	237	137
299	196	262	256	221	0	94	255	199	199	178	156	192	164	191	61	109	307	184	206	240	22	195	299
217	127	189	165	178	94	0	191	107	107	111	76	117	137	169	58	75	213	99	113	199	73	110	217
78	268	32	222	59	255	191	0	186	186	80	222	76	110	111	193	261	180	107	135	65	240	221	78
170	87	167	60	206	199	107	186	0	0	132	59	119	195	224	161	127	117	84	52	226	177	36	170
170	87	167	60	206	199	107	186	0	0	132	59	119	195	224	161	127	117	84	52	226	177	36	170
124	203	85	183	76	178	111	80	132	132	0	152	22	71	95	117	184	177	49	90	97	162	161	124
221	54	209	104	227	156	76	222	59	59	152	0	147	200	232	134	68	176	115	99	248	135	40	221
107	196	72	166	88	192	117	76	119	119	22	147	0	92	114	132	186	155	35	73	107	175	151	107
179	254	132	250	60	164	137	110	195	195	71	200	92	0	32	109	210	247	118	159	76	156	219	179
186	286	138	277	52	191	169	111	224	224	95	232	114	32	0	138	243	267	144	185	59	184	249	186
239	184	202	221	163	61	58	193	161	161	117	134	132	109	138	0	114	259	128	156	182	48	168	239
277	91	256	171	252	109	75	261	127	127	184	68	186	210	243	114	0	244	160	158	273	91	106	277
118	188	149	92	228	307	213	180	117	117	177	176	155	247	267	259	244	0	136	103	241	286	143	118
119	162	96	133	122	184	99	107	84	84	49	115	35	118	144	128	160	136	0	41	142	165	116	119
122	137	115	93	160	206	113	135	52	52	90	99	73	159	185	156	158	103	41	0	179	185	88	122
143	300	97	271	21	240	199	65	226	226	97	248	107	76	59	182	273	241	142	179	0	230	257	143
281	176	246	234	211	22	73	240	177	177	162	135	175	156	184	48	91	286	165	185	230	0	174	281
206	50	203	64	237	195	110	221	36	36	161	40	151	219	249	168	106	143	116	88	257	174	0	206
0	257	49	185	137	299	217	78	170	170	124	221	107	179	186	239	277	118	119	122	143	281	206	0
