0	148	81	104	109	229	174	205	222	135	269	143	118	225	121	245	136	190	213	0
148	0	72	117	125	186	83	223	145	33	233	15	202	181	54	106	19	46	80	148
81	73	0	102	73	176	98	183	154	72	221	64	137	171	70	164	57	110	133	81
104	117	103	0	173	277	187	282	249	86	322	124	215	272	63	222	120	162	198	104
109	125	73	173	0	120	91	110	120	138	160	111	83	116	142	180	106	145	149	109
229	186	176	277	120	0	104	86	54	214	47	172	167	5	228	167	171	173	148	229
174	83	98	187	91	104	0	156	63	113	150	69	173	100	131	90	71	71	60	174
205	223	183	282	110	86	156	0	132	242	93	207	106	87	250	238	204	226	213	205
222	145	154	249	120	54	63	132	0	176	94	132	188	51	194	112	134	124	96	222
135	33	72	86	138	214	113	242	176	0	261	44	208	209	23	136	43	76	112	135
269	233	221	322	160	47	150	93	94	261	0	218	192	52	275	204	218	217	190	269
143	15	64	124	111	172	69	207	132	44	218	0	190	167	63	105	7	47	76	143
118	202	137	215	83	167	173	106	188	208	192	190	0	165	205	263	184	227	232	118
225	181	171	272	116	5	100	87	51	209	52	167	165	0	223	163	166	168	144	225
121	54	70	63	142	228	131	250	194	23	275	63	205	223	0	159	60	99	135	121
245	106	164	222	180	167	90	238	112	136	204	105	263	163	159	0	111	60	32	245
136	19	57	120	106	171	71	204	134	43	218	7	184	166	60	111	0	54	82	136
190	46	110	162	145	173	71	226	124	76	217	47	227	168	99	60	54	0	38	190
213	80	133	198	149	148	60	213	96	112	190	76	232	144	135	32	82	38	0	213
0	148	81	104	109	229	174	205	222	135	269	143	118	225	121	245	136	190	213	0
