0	214	40	154	142	104	184	89	230	98	99	102	119	0
214	0	210	82	72	169	45	163	75	156	135	114	250	214
40	211	0	164	139	70	174	60	213	124	80	96	81	40
154	82	165	0	50	152	86	138	142	77	111	78	226	154
142	72	139	50	0	110	49	99	106	98	70	43	188	142
104	169	70	152	110	0	127	18	153	147	41	75	80	104
184	45	174	86	49	127	0	122	57	147	95	83	207	184
89	163	60	138	99	18	122	0	155	129	29	61	89	89
230	75	213	142	106	153	57	155	0	203	134	132	228	230
98	156	124	77	98	147	147	129	203	0	114	86	201	98
99	135	80	111	70	41	95	29	134	114	0	34	118	99
102	114	96	78	43	75	83	61	132	86	34	0	149	102
119	250	81	226	188	80	207	89	228	201	118	149	0	119
0	214	40	154	142	104	184	89	230	98	99	102	119	0
