0	257	49	185	137	238	299	265	128	170	170	124	221	107	179	78	186	246	172	239	277	118	119	0
257	0	252	99	279	125	196	276	144	87	87	203	54	196	254	268	286	223	184	184	91	188	162	257
49	254	0	197	89	210	262	218	144	167	167	85	209	72	132	32	138	204	134	202	256	149	96	49
185	99	199	0	253	176	256	301	58	60	60	183	104	166	250	222	277	254	189	221	171	92	133	185
137	279	89	253	0	195	221	144	210	206	206	76	227	88	60	59	52	148	107	163	252	228	122	137
238	125	210	176	195	0	81	153	183	119	119	131	79	137	151	211	183	99	88	59	59	229	119	238
299	196	262	256	221	81	0	119	262	199	199	178	156	192	164	255	191	78	129	61	109	307	184	299
265	276	218	301	144	153	119	0	282	241	241	146	225	167	88	197	96	53	115	94	207	319	182	265
128	144	144	58	210	183	262	282	0	69	69	148	128	128	218	171	242	242	168	216	196	48	101	128
170	87	167	60	206	119	199	241	69	0	0	132	59	119	195	186	224	194	130	161	127	117	84	170
170	87	167	60	206	119	199	241	69	0	0	132	59	119	195	186	224	194	130	161	127	117	84	170
124	203	85	183	76	131	178	146	148	132	132	0	152	22	71	80	95	122	49	117	184	177	49	124
221	54	209	104	227	79	156	225	128	59	59	152	0	147	200	222	232	172	130	134	68	176	115	221
107	196	72	166	88	137	192	167	128	119	119	22	147	0	92	76	114	141	65	132	186	155	35	107
179	254	132	250	60	151	164	88	218	195	195	71	200	92	0	110	32	89	70	109	210	247	118	179
78	268	32	222	59	211	255	197	171	186	186	80	222	76	110	0	111	190	127	193	261	180	107	78
186	286	138	277	52	183	191	96	242	224	224	95	232	114	32	111	0	113	102	138	243	267	144	186
246	223	204	254	148	99	78	53	242	194	194	122	172	141	89	190	113	0	79	40	154	282	147	246
172	184	134	189	107	88	129	115	168	130	130	49	130	65	70	127	102	79	0	68	145	205	69	172
239	184	202	221	163	59	61	94	216	161	161	117	134	132	109	193	138	40	68	0	114	259	128	239
277	91	256	171	252	59	109	207	196	127	127	184	68	186	210	261	243	154	145	114	0	244	160	277
118	188	149	92	228	229	307	319	48	117	117	177	176	155	247	180	267	282	205	259	244	0	136	118
119	162	96	133	122	119	184	182	101	84	84	49	115	35	118	107	144	147	69	128	160	136	0	119
0	257	49	185	137	238	299	265	128	170	170	124	221	107	179	78	186	246	172	239	277	118	119	0
