0	114	262	289	104	269	255	188	168	211	166	100	166	274	190	190	97	86	58	87	49	69	107	203	289	129	244	91	179	103	193	0
114	0	148	199	55	162	142	111	58	123	64	83	71	169	167	167	22	105	107	33	85	135	83	130	219	24	130	124	167	11	83	114
262	150	0	150	178	68	23	148	100	128	110	202	120	84	239	239	166	234	246	177	228	273	197	159	206	136	25	250	250	159	78	262
289	199	152	0	185	219	128	102	147	78	211	281	225	234	157	157	203	219	245	231	241	262	279	90	62	206	133	323	175	206	190	289
104	55	178	185	0	207	166	84	78	107	117	122	125	217	116	116	37	57	70	67	58	95	125	101	190	78	156	152	114	51	129	104
269	162	68	219	207	0	91	201	134	187	103	189	105	16	290	290	184	263	268	182	246	296	182	215	272	142	86	234	298	172	79	269
255	142	23	128	166	91	0	128	89	107	114	204	126	106	219	219	158	221	235	173	219	261	200	137	183	133	13	252	230	153	83	255
188	111	148	102	84	201	128	0	77	28	147	193	160	215	91	91	108	119	144	139	140	162	193	20	109	125	123	230	103	115	140	188
168	58	100	147	78	134	89	77	0	77	70	135	84	146	158	158	71	135	147	91	130	173	133	96	177	60	78	180	165	68	64	168
211	123	128	78	107	187	107	28	77	0	147	205	161	201	114	114	125	146	170	154	164	190	205	31	100	134	104	246	127	129	134	211
166	64	110	211	117	103	114	147	70	147	0	93	14	108	221	221	86	169	170	80	146	198	88	166	247	42	101	141	224	73	32	166
100	83	202	281	122	189	204	193	135	205	93	0	85	189	237	237	87	149	133	55	108	157	8	212	302	76	192	48	233	78	125	100
166	71	120	225	125	105	126	160	84	161	14	85	0	108	232	232	92	176	174	81	149	201	79	179	261	47	113	132	235	78	42	166
274	169	84	234	217	16	106	215	146	201	108	189	108	0	303	303	191	272	276	188	253	304	182	229	288	149	102	233	311	179	87	274
190	167	239	157	116	290	219	91	158	114	221	237	232	303	0	0	153	103	133	182	144	135	240	83	123	188	214	261	18	165	222	190
190	167	239	157	116	290	219	91	158	114	221	237	232	303	0	0	153	103	133	182	144	135	240	83	123	188	214	261	18	165	222	190
97	22	166	203	37	184	158	108	71	125	86	87	92	191	153	153	0	84	85	32	63	113	89	127	217	45	147	122	151	14	105	97
86	105	234	219	57	263	221	119	135	146	169	149	176	272	103	103	84	0	30	103	44	43	154	130	209	128	211	164	93	97	185	86
58	107	246	245	70	268	235	144	147	170	170	133	174	276	133	133	85	30	0	95	25	28	139	156	238	128	225	140	122	97	190	58
87	33	177	231	67	182	173	139	91	154	80	55	81	188	182	182	32	103	95	0	70	122	58	158	248	42	161	92	180	25	106	87
49	85	228	241	58	246	219	140	130	164	146	108	149	253	144	144	63	44	25	70	0	52	114	155	240	105	208	120	136	74	168	49
69	135	273	262	95	296	261	162	173	190	198	157	201	304	135	135	113	43	28	122	52	0	163	172	248	156	251	158	121	125	217	69
107	83	197	279	125	182	200	193	133	205	88	8	79	182	240	240	89	154	139	58	114	163	0	213	302	73	187	53	237	79	120	107
203	130	159	90	101	215	137	20	96	31	166	212	179	229	83	83	127	130	156	158	155	172	213	0	90	145	134	249	98	134	157	203
289	219	206	62	190	272	183	109	177	100	247	302	261	288	123	123	217	209	238	248	240	248	302	90	0	232	186	339	141	224	232	289
129	24	136	206	78	142	133	125	60	134	42	76	47	149	188	188	45	128	128	42	105	156	73	145	232	0	121	121	190	31	65	129
244	130	25	133	156	86	13	123	78	104	101	192	113	102	214	214	147	211	225	161	208	251	187	134	186	121	0	239	225	141	71	244
91	124	250	323	152	234	252	230	180	246	141	48	132	233	261	261	122	164	140	92	120	158	53	249	339	121	239	0	254	117	172	91
179	167	250	175	114	298	230	103	165	127	224	233	235	311	18	18	151	93	122	180	136	121	237	98	141	190	225	254	0	164	228	179
103	11	159	206	51	172	153	115	68	129	73	78	78	179	165	165	14	97	97	25	74	125	79	134	224	31	141	117	164	0	94	103
193	83	78	190	129	79	83	140	64	134	32	125	42	87	222	222	105	185	190	106	168	217	120	157	232	65	71	172	228	94	0	193
0	114	262	289	104	269	255	188	168	211	166	100	166	274	190	190	97	86	58	87	49	69	107	203	289	129	244	91	179	103	193	0
