0	178	97	125	131	275	247	304	163	213	267	40	147	128	208	208	246	266	162	70	172	153	93	77	78	179	200	127	141	323	145	0
178	0	87	141	150	223	99	155	149	88	188	144	162	151	100	100	267	174	39	119	18	263	137	194	158	177	29	127	243	279	65	178
97	89	0	122	88	211	151	209	105	119	191	73	104	87	117	117	219	185	86	62	77	183	99	109	74	132	105	114	164	265	84	97
125	141	124	0	207	332	239	296	228	219	307	89	224	205	224	224	338	299	104	70	149	273	32	192	173	253	170	14	258	387	76	125
131	150	88	207	0	144	161	208	34	122	140	135	17	4	109	109	131	144	166	139	133	120	180	80	54	49	152	200	100	192	170	131
275	223	211	332	144	0	157	162	112	140	46	274	130	147	125	125	104	65	257	272	206	214	310	217	198	98	205	322	200	56	274	275
247	99	151	239	161	157	0	59	139	38	112	223	162	163	52	52	233	94	139	204	90	279	231	233	197	158	71	225	260	208	164	247
304	155	209	296	208	162	59	0	181	92	116	282	206	211	100	100	255	98	194	263	148	323	289	284	250	194	126	282	304	202	220	304
163	149	105	228	34	112	139	181	0	102	107	162	26	37	86	86	119	111	172	163	131	142	203	114	87	28	145	219	123	163	181	163
213	88	119	219	122	140	38	92	102	0	101	192	125	125	17	17	204	86	126	176	73	241	207	195	159	123	66	206	222	194	149	213
267	188	191	307	140	46	112	116	107	101	0	259	130	144	88	88	141	19	224	252	171	233	289	220	194	104	167	296	216	95	244	267
40	144	73	89	135	274	223	282	162	192	259	0	151	132	191	191	260	256	124	30	141	184	57	104	90	183	169	89	169	325	106	40
147	162	104	224	17	130	162	206	26	125	130	151	0	20	110	110	115	135	180	157	144	117	197	90	68	33	161	217	98	177	186	147
128	151	87	205	4	147	163	211	37	125	144	132	20	0	112	112	133	147	166	137	134	118	178	77	51	52	154	198	98	195	170	128
208	100	117	224	109	125	52	100	86	17	88	191	110	112	0	0	187	76	136	177	83	227	210	185	150	107	80	212	208	180	157	208
208	100	117	224	109	125	52	100	86	17	88	191	110	112	0	0	187	76	136	177	83	227	210	185	150	107	80	212	208	180	157	208
246	267	219	338	131	104	233	255	119	204	141	260	115	133	187	187	0	158	291	270	249	134	310	172	171	91	259	331	128	112	299	246
266	174	185	299	144	65	94	98	111	86	19	256	135	147	76	76	158	0	211	246	159	243	282	224	196	113	152	287	226	113	232	266
162	39	86	104	166	257	139	194	172	126	224	124	180	166	136	136	291	211	0	96	53	269	105	194	160	200	68	89	250	313	28	162
70	119	62	70	139	272	204	263	163	176	252	30	157	137	177	177	270	246	96	0	118	206	40	125	104	187	145	66	190	325	76	70
172	18	77	149	133	206	90	148	131	73	171	141	144	134	83	83	249	159	53	118	0	247	141	181	145	159	28	135	228	262	76	172
153	263	183	273	120	214	279	323	142	241	233	184	117	118	227	227	134	243	269	206	247	0	240	81	109	131	270	271	20	241	264	153
93	137	99	32	180	310	231	289	203	207	289	57	197	178	210	210	310	282	105	40	141	240	0	160	142	227	166	35	226	364	78	93
77	194	109	192	80	217	233	284	114	195	220	104	90	77	185	185	172	224	194	125	181	81	160	0	37	120	207	190	66	260	187	77
78	158	74	173	54	198	197	250	87	159	194	90	68	51	150	150	171	196	160	104	145	109	142	37	0	101	169	169	91	245	156	78
179	177	132	253	49	98	158	194	28	123	104	183	33	52	107	107	91	113	200	187	159	131	227	120	101	0	171	245	113	144	209	179
200	29	105	170	152	205	71	126	145	66	167	169	161	154	80	80	259	152	68	145	28	270	166	207	169	171	0	156	250	260	95	200
127	127	114	14	200	322	225	282	219	206	296	89	217	198	212	212	331	287	89	66	135	271	35	190	169	245	156	0	255	377	62	127
141	243	164	258	100	200	260	304	123	222	216	169	98	98	208	208	128	226	250	190	228	20	226	66	91	113	250	255	0	231	246	141
310	279	265	387	192	56	208	202	163	194	95	325	177	195	180	180	112	113	313	325	262	241	364	260	245	144	260	377	231	0	330	323
145	65	84	76	170	274	164	220	181	149	244	106	186	170	157	157	299	232	28	76	76	264	78	187	156	209	95	62	246	330	0	145
0	178	97	125	131	275	247	304	163	213	267	40	147	128	208	208	246	266	162	70	172	153	93	77	78	179	200	127	141	323	145	0
