0	214	40	154	114	198	249	221	106	142	142	104	184	89	149	65	155	205	143	199	230	98	99	102	119	0
214	0	210	82	233	105	163	230	120	72	72	169	45	163	212	223	238	186	153	153	75	156	135	114	250	214
40	211	0	164	74	175	219	182	120	139	139	70	174	60	110	27	115	170	111	168	213	124	80	96	81	40
154	82	165	0	211	146	213	251	48	50	50	152	86	138	208	185	231	212	157	184	142	77	111	78	226	154
114	233	74	211	0	163	185	120	175	172	172	63	189	73	50	50	43	124	89	136	210	190	102	133	18	114
198	105	175	146	163	0	67	127	152	99	99	109	66	115	126	176	153	83	73	49	49	191	99	109	180	198
249	163	219	213	185	67	0	99	218	166	166	148	130	160	137	212	159	65	107	51	91	256	154	172	200	249
221	230	182	251	120	127	99	0	235	201	201	122	187	139	73	164	80	45	96	78	172	265	152	183	129	221
106	120	120	48	175	152	218	235	0	58	58	123	107	106	182	143	202	202	140	180	163	40	85	52	189	106
142	72	139	50	172	99	166	201	58	0	0	110	49	99	162	155	187	162	109	134	106	98	70	43	188	142
142	72	139	50	172	99	166	201	58	0	0	110	49	99	162	155	187	162	109	134	106	98	70	43	188	142
104	169	70	152	63	109	148	122	123	110	110	0	127	18	59	66	79	102	41	98	153	147	41	75	80	104
184	45	174	86	189	66	130	187	107	49	49	127	0	122	167	185	193	144	109	112	57	147	95	83	207	184
89	163	60	138	73	115	160	139	106	99	99	18	122	0	77	63	95	117	54	110	155	129	29	61	89	89
149	212	110	208	50	126	137	73	182	162	162	59	167	77	0	91	27	74	58	91	175	206	98	133	63	149
65	223	27	185	50	176	212	164	143	155	155	66	185	63	91	0	92	158	106	161	218	150	89	112	54	65
155	238	115	231	43	153	159	80	202	187	187	79	193	95	27	92	0	94	85	115	202	222	120	154	49	155
205	186	170	212	124	83	65	45	202	162	162	102	144	117	74	158	94	0	65	33	128	235	122	150	137	205
143	153	111	157	89	73	107	96	140	109	109	41	109	54	58	106	85	65	0	57	121	171	57	88	107	143
199	153	168	184	136	49	51	78	180	134	134	98	112	110	91	161	115	33	57	0	95	215	107	130	152	199
230	75	213	142	210	49	91	172	163	106	106	153	57	155	175	218	202	128	121	95	0	203	134	132	228	230
98	156	124	77	190	191	256	265	40	98	98	147	147	129	206	150	222	235	171	215	203	0	114	86	201	98
99	135	80	111	102	99	154	152	85	70	70	41	95	29	98	89	120	122	57	107	134	114	0	34	118	99
102	114	96	78	133	109	172	183	52	43	43	75	83	61	133	112	154	150	88	130	132	86	34	0	149	102
119	250	81	226	18	180	200	129	189	188	188	80	207	89	63	54	49	137	107	152	228	201	118	149	0	119
0	214	40	154	114	198	249	221	106	142	142	104	184	89	149	65	155	205	143	199	230	98	99	102	119	0
