0	95	218	241	87	224	213	156	140	158	158	81	72	48	72	40	58	89	169	76	149	86	161	233	61	0
95	0	123	166	46	135	118	92	48	139	139	18	88	89	28	70	112	69	109	103	139	9	69	141	112	95
218	124	0	125	148	57	19	123	83	199	199	138	195	205	147	190	227	165	132	208	208	132	65	51	226	218
241	166	126	0	154	182	107	85	122	131	131	169	183	204	193	201	218	233	75	269	146	172	158	78	215	241
87	46	148	154	0	173	138	70	65	96	96	31	47	58	56	49	79	104	84	126	95	42	108	152	77	87
224	135	57	182	173	0	75	168	112	242	242	153	219	224	152	205	247	152	179	195	248	143	66	108	246	224
213	118	19	107	138	75	0	106	74	182	182	132	184	196	144	182	217	167	114	210	192	127	69	36	216	213
156	92	123	85	70	168	106	0	64	76	76	90	99	120	116	116	135	161	17	192	86	96	116	104	132	156
140	48	83	122	65	112	74	64	0	132	132	59	112	122	76	108	144	111	80	150	137	56	53	94	143	140
158	139	199	131	96	242	182	76	132	0	0	127	86	111	152	120	112	200	69	218	15	138	185	176	108	158
158	139	199	131	96	242	182	76	132	0	0	127	86	111	152	120	112	200	69	218	15	138	185	176	108	158
81	18	138	169	31	153	132	90	59	127	127	0	70	71	26	53	94	74	106	102	126	12	87	153	94	81
72	88	195	183	47	219	184	99	112	86	86	70	0	25	85	36	36	128	108	136	78	81	154	195	33	72
48	89	205	204	58	224	196	120	122	111	111	71	25	0	79	21	23	116	130	117	101	81	158	210	24	48
72	28	147	193	56	152	144	116	76	152	152	26	85	79	0	58	102	48	132	77	150	21	89	169	102	72
40	70	190	201	49	205	182	116	108	120	120	53	36	21	58	0	44	95	129	100	113	62	140	199	44	40
58	112	227	218	79	247	217	135	144	112	112	94	36	23	102	44	0	136	144	132	101	104	181	230	4	58
89	69	165	233	104	152	167	161	111	200	200	74	128	116	48	95	136	0	177	44	197	66	100	197	138	89
169	109	132	75	84	179	114	17	80	69	69	106	108	130	132	129	144	177	0	207	81	112	131	107	140	169
76	103	208	269	126	195	210	192	150	218	218	102	136	117	77	100	132	44	207	0	212	97	144	239	135	76
149	139	208	146	95	248	192	86	137	15	15	126	78	101	150	113	101	197	81	212	0	137	190	188	96	149
86	9	132	172	42	143	127	96	56	138	138	12	81	81	21	62	104	66	112	97	137	0	78	150	104	86
161	69	65	158	108	66	69	116	53	185	185	87	154	158	89	140	181	100	131	144	190	78	0	103	181	161
233	141	51	78	152	108	36	104	94	176	176	153	195	210	169	199	230	197	107	239	188	150	103	0	227	233
61	112	226	215	77	246	216	132	143	108	108	94	33	24	102	44	4	138	140	135	96	104	181	227	0	61
0	95	218	241	87	224	213	156	140	158	158	81	72	48	72	40	58	89	169	76	149	86	161	233	61	0
