0	178	97	208	208	246	266	162	141	270	145	294	163	228	256	0
178	0	87	100	100	267	174	39	243	217	65	127	23	55	96	178
97	87	0	117	117	219	185	86	164	205	84	197	68	133	159	97
208	100	117	0	0	187	76	136	208	119	157	108	85	85	72	208
208	100	117	0	0	187	76	136	208	119	157	108	85	85	72	208
246	267	219	187	187	0	158	291	128	104	299	285	245	271	255	246
266	174	185	76	76	158	0	211	226	61	232	135	161	148	115	266
162	39	86	136	136	291	211	0	250	251	28	163	51	91	135	162
141	243	164	208	208	128	226	250	0	197	246	316	220	272	278	141
270	217	205	119	119	104	61	251	197	0	268	196	200	202	173	270
145	65	84	157	157	299	232	28	246	268	0	190	72	118	162	145
294	127	197	108	108	285	135	163	316	196	190	0	133	72	39	294
163	23	68	85	85	245	161	51	220	200	72	133	0	65	99	163
228	55	133	85	85	271	148	91	272	202	118	72	65	0	46	228
256	96	159	72	72	255	115	135	278	173	162	39	99	46	0	256
0	178	97	208	208	246	266	162	141	270	145	294	163	228	256	0
