0	95	218	158	158	81	72	48	149	86	161	233	61	118	236	0
95	0	123	139	139	18	88	89	139	9	69	141	112	37	150	95
218	124	0	199	199	138	195	205	208	132	65	51	226	110	75	218
158	139	199	0	0	127	86	111	15	138	185	176	108	112	260	158
158	139	199	0	0	127	86	111	15	138	185	176	108	112	260	158
81	18	138	127	127	0	70	71	126	12	87	153	94	39	168	81
72	88	195	86	86	70	0	25	78	81	154	195	33	85	235	72
48	89	205	111	111	71	25	0	101	81	158	210	24	96	239	48
149	139	208	15	15	126	78	101	0	137	190	188	96	115	267	149
86	9	132	138	138	12	81	81	137	0	78	150	104	42	158	86
161	69	65	185	185	87	154	158	190	78	0	103	181	76	81	161
233	141	51	176	176	153	195	210	188	150	103	0	227	116	126	233
61	112	226	108	108	94	33	24	96	104	181	227	0	116	262	61
118	37	110	112	112	39	85	96	115	42	76	116	116	0	155	118
236	150	75	260	260	168	235	239	267	158	81	126	262	155	0	236
0	95	218	158	158	81	72	48	149	86	161	233	61	118	236	0
