0	114	262	190	190	97	86	58	179	103	193	280	73	141	283	0
114	0	148	167	167	22	105	107	167	11	83	170	134	44	180	114
262	150	0	239	239	166	234	246	250	159	78	62	271	133	90	262
190	167	239	0	0	153	103	133	18	165	222	211	130	134	312	190
190	167	239	0	0	153	103	133	18	165	222	211	130	134	312	190
97	22	166	153	153	0	84	85	151	14	105	183	112	47	202	97
86	105	234	103	103	84	0	30	93	97	185	233	40	102	283	86
58	107	246	133	133	85	30	0	122	97	190	252	28	115	286	58
179	167	250	18	18	151	93	122	0	164	228	225	116	138	320	179
103	11	159	165	165	14	97	97	164	0	94	180	125	50	189	103
193	83	78	222	222	105	185	190	228	94	0	124	217	91	98	193
280	170	62	211	211	183	233	252	225	180	124	0	273	139	151	280
73	134	271	130	130	112	40	28	116	125	217	273	0	139	314	73
141	44	133	134	134	47	102	115	138	50	91	139	139	0	187	141
283	180	90	312	312	202	283	286	320	189	98	151	314	187	0	283
0	114	262	190	190	97	86	58	179	103	193	280	73	141	283	0
