0	95	218	158	158	81	48	72	149	86	161	233	61	118	236	0
95	0	123	139	139	18	89	88	139	9	69	141	112	37	150	95
218	124	0	199	199	138	205	195	208	132	65	51	226	110	75	218
158	139	199	0	0	127	111	86	15	138	185	176	108	112	260	158
158	139	199	0	0	127	111	86	15	138	185	176	108	112	260	158
81	18	138	127	127	0	71	70	126	12	87	153	94	39	168	81
48	89	205	111	111	71	0	25	101	81	158	210	24	96	239	48
72	88	195	86	86	70	25	0	78	81	154	195	33	85	235	72
149	139	208	15	15	126	101	78	0	137	190	188	96	115	267	149
86	9	132	138	138	12	81	81	137	0	78	150	104	42	158	86
161	69	65	185	185	87	158	154	190	78	0	103	181	76	81	161
233	141	51	176	176	153	210	195	188	150	103	0	227	116	126	233
61	112	226	108	108	94	24	33	96	104	181	227	0	116	262	61
118	37	110	112	112	39	96	85	115	42	76	116	116	0	155	118
236	150	75	260	260	168	239	235	267	158	81	126	262	155	0	236
0	95	218	158	158	81	48	72	149	86	161	233	61	118	236	0
